Theta Phi E_field
0.0 0.0 -1.917660757667402e-06
0.0 2.0 -1.917660757667402e-06
0.0 4.0 -1.917660757667402e-06
0.0 6.0 -1.91766075863173e-06
0.0 8.0 -1.917660757667402e-06
0.0 10.0 -1.9176607567030744e-06
0.0 12.0 -1.91766075863173e-06
0.0 14.0 -1.917660757667402e-06
0.0 16.0 -1.9176607567030744e-06
0.0 18.0 -1.917660755738747e-06
0.0 20.0 -1.91766075863173e-06
0.0 22.0 -1.917660757667402e-06
0.0 24.0 -1.9176607567030744e-06
0.0 26.0 -1.9176607567030744e-06
0.0 28.0 -1.917660757667402e-06
0.0 30.0 -1.917660757667402e-06
0.0 32.0 -1.917660757667402e-06
0.0 34.0 -1.9176607567030744e-06
0.0 36.0 -1.917660757667402e-06
0.0 38.0 -1.91766075863173e-06
0.0 40.0 -1.9176607567030744e-06
0.0 42.0 -1.9176607567030744e-06
0.0 44.0 -1.91766075863173e-06
0.0 46.0 -1.917660757667402e-06
0.0 48.0 -1.917660757667402e-06
0.0 50.0 -1.9176607567030744e-06
0.0 52.0 -1.917660757667402e-06
0.0 54.0 -1.91766075863173e-06
0.0 56.0 -1.917660757667402e-06
0.0 58.0 -1.917660755738747e-06
0.0 60.0 -1.9176607567030744e-06
0.0 62.0 -1.917660757667402e-06
0.0 64.0 -1.9176607567030744e-06
0.0 66.0 -1.9176607567030744e-06
0.0 68.0 -1.917660757667402e-06
0.0 70.0 -1.91766075863173e-06
0.0 72.0 -1.917660757667402e-06
0.0 74.0 -1.917660755738747e-06
0.0 76.0 -1.91766075863173e-06
0.0 78.0 -1.91766075863173e-06
0.0 80.0 -1.917660755738747e-06
0.0 82.0 -1.9176607567030744e-06
0.0 84.0 -1.9176607567030744e-06
0.0 86.0 -1.91766075863173e-06
0.0 88.0 -1.9176607567030744e-06
0.0 90.0 -1.917660755738747e-06
0.0 92.0 -1.9176607605603854e-06
0.0 94.0 -1.91766075863173e-06
0.0 96.0 -1.917660757667402e-06
0.0 98.0 -1.917660757667402e-06
0.0 100.0 -1.917660757667402e-06
0.0 102.0 -1.91766075863173e-06
0.0 104.0 -1.917660757667402e-06
0.0 106.0 -1.9176607567030744e-06
0.0 108.0 -1.917660757667402e-06
0.0 110.0 -1.91766075863173e-06
0.0 112.0 -1.917660757667402e-06
0.0 114.0 -1.917660755738747e-06
0.0 116.0 -1.91766075863173e-06
0.0 118.0 -1.917660757667402e-06
0.0 120.0 -1.917660757667402e-06
0.0 122.0 -1.917660755738747e-06
0.0 124.0 -1.917660757667402e-06
0.0 126.0 -1.91766075863173e-06
0.0 128.0 -1.917660757667402e-06
0.0 130.0 -1.917660755738747e-06
0.0 132.0 -1.91766075863173e-06
0.0 134.0 -1.91766075863173e-06
0.0 136.0 -1.917660757667402e-06
0.0 138.0 -1.9176607567030744e-06
0.0 140.0 -1.91766075863173e-06
0.0 142.0 -1.91766075863173e-06
0.0 144.0 -1.917660757667402e-06
0.0 146.0 -1.917660755738747e-06
0.0 148.0 -1.9176607567030744e-06
0.0 150.0 -1.917660757667402e-06
0.0 152.0 -1.9176607567030744e-06
0.0 154.0 -1.9176607567030744e-06
0.0 156.0 -1.917660757667402e-06
0.0 158.0 -1.917660757667402e-06
0.0 160.0 -1.917660757667402e-06
0.0 162.0 -1.917660755738747e-06
0.0 164.0 -1.917660757667402e-06
0.0 166.0 -1.917660757667402e-06
0.0 168.0 -1.9176607567030744e-06
0.0 170.0 -1.917660755738747e-06
0.0 172.0 -1.917660757667402e-06
0.0 174.0 -1.91766075863173e-06
0.0 176.0 -1.91766075863173e-06
0.0 178.0 -1.917660757667402e-06
0.0 180.0 -1.91766075863173e-06
0.0 182.0 -1.91766075863173e-06
0.0 184.0 -1.9176607567030744e-06
0.0 186.0 -1.9176607567030744e-06
0.0 188.0 -1.9176607605603854e-06
0.0 190.0 -1.9176607567030744e-06
0.0 192.0 -1.91766075863173e-06
0.0 194.0 -1.9176607567030744e-06
0.0 196.0 -1.9176607567030744e-06
0.0 198.0 -1.917660757667402e-06
0.0 200.0 -1.9176607567030744e-06
0.0 202.0 -1.9176607567030744e-06
0.0 204.0 -1.917660757667402e-06
0.0 206.0 -1.91766075863173e-06
0.0 208.0 -1.9176607567030744e-06
0.0 210.0 -1.9176607567030744e-06
0.0 212.0 -1.9176607567030744e-06
0.0 214.0 -1.9176607567030744e-06
0.0 216.0 -1.917660757667402e-06
0.0 218.0 -1.917660755738747e-06
0.0 220.0 -1.91766075863173e-06
0.0 222.0 -1.917660757667402e-06
0.0 224.0 -1.9176607567030744e-06
0.0 226.0 -1.917660755738747e-06
0.0 228.0 -1.9176607567030744e-06
0.0 230.0 -1.91766075863173e-06
0.0 232.0 -1.917660757667402e-06
0.0 234.0 -1.9176607567030744e-06
0.0 236.0 -1.917660757667402e-06
0.0 238.0 -1.9176607567030744e-06
0.0 240.0 -1.9176607567030744e-06
0.0 242.0 -1.9176607567030744e-06
0.0 244.0 -1.917660757667402e-06
0.0 246.0 -1.917660757667402e-06
0.0 248.0 -1.917660757667402e-06
0.0 250.0 -1.9176607567030744e-06
0.0 252.0 -1.91766075863173e-06
0.0 254.0 -1.917660757667402e-06
0.0 256.0 -1.9176607567030744e-06
0.0 258.0 -1.9176607567030744e-06
0.0 260.0 -1.917660757667402e-06
0.0 262.0 -1.917660757667402e-06
0.0 264.0 -1.9176607567030744e-06
0.0 266.0 -1.917660755738747e-06
0.0 268.0 -1.9176607567030744e-06
0.0 270.0 -1.9176607605603854e-06
0.0 272.0 -1.917660757667402e-06
0.0 274.0 -1.917660755738747e-06
0.0 276.0 -1.9176607567030744e-06
0.0 278.0 -1.917660757667402e-06
0.0 280.0 -1.9176607567030744e-06
0.0 282.0 -1.917660755738747e-06
0.0 284.0 -1.9176607567030744e-06
0.0 286.0 -1.917660757667402e-06
0.0 288.0 -1.9176607567030744e-06
0.0 290.0 -1.9176607567030744e-06
0.0 292.0 -1.917660757667402e-06
0.0 294.0 -1.917660757667402e-06
0.0 296.0 -1.9176607567030744e-06
0.0 298.0 -1.917660757667402e-06
0.0 300.0 -1.917660757667402e-06
0.0 302.0 -1.917660757667402e-06
0.0 304.0 -1.9176607567030744e-06
0.0 306.0 -1.9176607567030744e-06
0.0 308.0 -1.91766075863173e-06
0.0 310.0 -1.9176607567030744e-06
0.0 312.0 -1.9176607567030744e-06
0.0 314.0 -1.9176607567030744e-06
0.0 316.0 -1.917660757667402e-06
0.0 318.0 -1.91766075863173e-06
0.0 320.0 -1.917660757667402e-06
0.0 322.0 -1.917660757667402e-06
0.0 324.0 -1.9176607605603854e-06
0.0 326.0 -1.91766075863173e-06
0.0 328.0 -1.9176607567030744e-06
0.0 330.0 -1.9176607567030744e-06
0.0 332.0 -1.91766075863173e-06
0.0 334.0 -1.917660757667402e-06
0.0 336.0 -1.917660757667402e-06
0.0 338.0 -1.9176607567030744e-06
0.0 340.0 -1.91766075863173e-06
0.0 342.0 -1.91766075863173e-06
0.0 344.0 -1.917660757667402e-06
0.0 346.0 -1.9176607567030744e-06
0.0 348.0 -1.91766075863173e-06
0.0 350.0 -1.917660757667402e-06
0.0 352.0 -1.917660757667402e-06
0.0 354.0 -1.9176607567030744e-06
0.0 356.0 -1.91766075863173e-06
0.0 358.0 -1.917660757667402e-06
5.0 0.0 -0.9408638959863441
5.0 2.0 -0.9338288077206319
5.0 4.0 -0.926941836681646
5.0 6.0 -0.9202236243168976
5.0 8.0 -0.9136952270658241
5.0 10.0 -0.9073780074262865
5.0 12.0 -0.9012934792640219
5.0 14.0 -0.8954631107326917
5.0 16.0 -0.8899080897311358
5.0 18.0 -0.8846490581670708
5.0 20.0 -0.8797058223836816
5.0 22.0 -0.8750970479087715
5.0 24.0 -0.8708399471911327
5.0 26.0 -0.8669499691915104
5.0 28.0 -0.8634404996056393
5.0 30.0 -0.8603225801322758
5.0 32.0 -0.8576046545882612
5.0 34.0 -0.85529234884952
5.0 36.0 -0.8533882906007595
5.0 38.0 -0.8518919737500767
5.0 40.0 -0.850799671150198
5.0 42.0 -0.8501043980083771
5.0 44.0 -0.8497959271021474
5.0 46.0 -0.8498608556844773
5.0 48.0 -0.8502827227921979
5.0 50.0 -0.8510421745931942
5.0 52.0 -0.8521171744429796
5.0 54.0 -0.8534832534872726
5.0 56.0 -0.8551137969553271
5.0 58.0 -0.8569803607459814
5.0 60.0 -0.8590530125167523
5.0 62.0 -0.8613006912428868
5.0 64.0 -0.8636915791120509
5.0 66.0 -0.8661934796512644
5.0 68.0 -0.868774196133142
5.0 70.0 -0.871401904563463
5.0 72.0 -0.8740455158949735
5.0 74.0 -0.8766750225260983
5.0 76.0 -0.8792618246102999
5.0 78.0 -0.8817790322054557
5.0 80.0 -0.8842017398180781
5.0 82.0 -0.8865072704307204
5.0 84.0 -0.8886753866322579
5.0 86.0 -0.8906884669919033
5.0 88.0 -0.8925316463238233
5.0 90.0 -0.8941929189773962
5.0 92.0 -0.8956632047588395
5.0 94.0 -0.8969363775437679
5.0 96.0 -0.898009257079758
5.0 98.0 -0.8988815649048637
5.0 100.0 -0.8995558457231428
5.0 102.0 -0.9000373559809137
5.0 104.0 -0.9003339217742418
5.0 106.0 -0.9004557685840259
5.0 108.0 -0.9004153256714695
5.0 110.0 -0.9002270082646806
5.0 112.0 -0.8999069809153268
5.0 114.0 -0.8994729055923979
5.0 116.0 -0.8989436781989575
5.0 118.0 -0.8983391572404125
5.0 120.0 -0.8976798883365851
5.0 122.0 -0.8969868281562289
5.0 124.0 -0.8962810711684162
5.0 126.0 -0.8955835823619678
5.0 128.0 -0.8949149387978611
5.0 130.0 -0.8942950825496037
5.0 132.0 -0.8937430872740771
5.0 134.0 -0.8932769403611642
5.0 136.0 -0.8929133423536622
5.0 138.0 -0.8926675251244993
5.0 140.0 -0.8925530901556938
5.0 142.0 -0.8925818681854061
5.0 144.0 -0.8927638014711982
5.0 146.0 -0.8931068499468806
5.0 148.0 -0.8936169226084713
5.0 150.0 -0.89429783552674
5.0 152.0 -0.8951512979221045
5.0 154.0 -0.8961769277217847
5.0 156.0 -0.8973722979209096
5.0 158.0 -0.8987330148629592
5.0 160.0 -0.9002528292207197
5.0 162.0 -0.9019237799847883
5.0 164.0 -0.9037363711497297
5.0 166.0 -0.9056797800353377
5.0 168.0 -0.9077420953101324
5.0 170.0 -0.9099105818241882
5.0 172.0 -0.9121719683459245
5.0 174.0 -0.9145127532777158
5.0 176.0 -0.9169195224482474
5.0 178.0 -0.9193792721991846
5.0 180.0 -0.9218797302525672
5.0 182.0 -0.9244096663141467
5.0 184.0 -0.9269591840795182
5.0 186.0 -0.929519986299628
5.0 188.0 -0.932085604852372
5.0 190.0 -0.9346515883668531
5.0 192.0 -0.9372156408509246
5.0 194.0 -0.9397777059598409
5.0 196.0 -0.9423399929787681
5.0 198.0 -0.9449069422262111
5.0 200.0 -0.9474851293586541
5.0 202.0 -0.9500831099019975
5.0 204.0 -0.9527112071793963
5.0 206.0 -0.9553812485747477
5.0 208.0 -0.9581062566947386
5.0 210.0 -0.9609001034052076
5.0 212.0 -0.9637771358631835
5.0 214.0 -0.9667517844996114
5.0 216.0 -0.9698381633981623
5.0 218.0 -0.9730496736456475
5.0 220.0 -0.9763986199976048
5.0 222.0 -0.9798958506209248
5.0 224.0 -0.9835504287713553
5.0 226.0 -0.9873693440756575
5.0 228.0 -0.9913572696670532
5.0 230.0 -0.9955163698264675
5.0 232.0 -0.9998461610766289
5.0 234.0 -1.0043434279294694
5.0 236.0 -1.0090021927700545
5.0 238.0 -1.0138137377395438
5.0 240.0 -1.0187666750196804
5.0 242.0 -1.0238470606772976
5.0 244.0 -1.029038546246222
5.0 246.0 -1.0343225615398586
5.0 248.0 -1.039678521821252
5.0 250.0 -1.045084052414727
5.0 252.0 -1.0505152241141127
5.0 254.0 -1.0559467933028168
5.0 256.0 -1.0613524415104139
5.0 258.0 -1.0667050101375524
5.0 260.0 -1.0719767272229759
5.0 262.0 -1.0771394243333623
5.0 264.0 -1.0821647428552819
5.0 266.0 -1.0870243300849356
5.0 268.0 -1.0916900264763436
5.0 270.0 -1.0961340461611706
5.0 272.0 -1.1003291533440753
5.0 274.0 -1.1042488373720396
5.0 276.0 -1.1078674891585818
5.0 278.0 -1.1111605812160328
5.0 280.0 -1.114104852834415
5.0 282.0 -1.116678500985311
5.0 284.0 -1.1188613763833157
5.0 286.0 -1.1206351828802366
5.0 288.0 -1.1219836770836986
5.0 290.0 -1.1228928638730094
5.0 292.0 -1.1233511824235753
5.0 294.0 -1.1233496765321331
5.0 296.0 -1.122882142535071
5.0 298.0 -1.1219452479879024
5.0 300.0 -1.1205386145632688
5.0 302.0 -1.1186648593383413
5.0 304.0 -1.1163295897645962
5.0 306.0 -1.113541349100353
5.0 308.0 -1.1103115108705444
5.0 310.0 -1.1066541229081939
5.0 312.0 -1.1025857036208715
5.0 314.0 -1.0981249951963048
5.0 316.0 -1.0932926803953247
5.0 318.0 -1.0881110712644657
5.0 320.0 -1.0826037794347503
5.0 322.0 -1.0767953785778315
5.0 324.0 -1.070711070010186
5.0 326.0 -1.064376362343837
5.0 328.0 -1.0578167754801333
5.0 330.0 -1.0510575781623097
5.0 332.0 -1.0441235667997604
5.0 334.0 -1.037038891429858
5.0 336.0 -1.0298269325867206
5.0 338.0 -1.0225102306048262
5.0 340.0 -1.015110466607378
5.0 342.0 -1.0076484922215425
5.0 344.0 -1.0001444030240167
5.0 346.0 -0.9926176489378712
5.0 348.0 -0.9850871733470747
5.0 350.0 -0.9775715716219067
5.0 352.0 -0.9700892590910442
5.0 354.0 -0.962658638268973
5.0 356.0 -0.9552982553466188
5.0 358.0 -0.9480269365557071
10.0 0.0 -3.4860755417865823
10.0 2.0 -3.472853369718489
10.0 4.0 -3.45825352522093
10.0 6.0 -3.4423754700199454
10.0 8.0 -3.4253601958562947
10.0 10.0 -3.407385793838844
10.0 12.0 -3.3886618102609463
10.0 14.0 -3.3694226542086003
10.0 16.0 -3.349920353389679
10.0 18.0 -3.3304169687210776
10.0 20.0 -3.3111769750352344
10.0 22.0 -3.29245989596831
10.0 24.0 -3.2745134480885656
10.0 26.0 -3.257567405949708
10.0 28.0 -3.2418283498385647
10.0 30.0 -3.2274754054255173
10.0 32.0 -3.2146570329098214
10.0 34.0 -3.203488875588608
10.0 36.0 -3.1940526363222648
10.0 38.0 -3.186395916553923
10.0 40.0 -3.180532926996679
10.0 42.0 -3.176445961736562
10.0 44.0 -3.1740875176205883
10.0 46.0 -3.1733829372700524
10.0 48.0 -3.1742334554651204
10.0 50.0 -3.1765195334732494
10.0 52.0 -3.180104372707078
10.0 54.0 -3.1848375067069945
10.0 56.0 -3.190558378046238
10.0 58.0 -3.1970998140253504
10.0 60.0 -3.2042913221390097
10.0 62.0 -3.2119621338945814
10.0 64.0 -3.2199439345903786
10.0 66.0 -3.2280732281775544
10.0 68.0 -3.2361933012332615
10.0 70.0 -3.244155768835644
10.0 72.0 -3.251821707565032
10.0 74.0 -3.2590624059669886
10.0 76.0 -3.265759788781727
10.0 78.0 -3.271806595550154
10.0 80.0 -3.2771064138884336
10.0 82.0 -3.281573679753425
10.0 84.0 -3.2851337587398852
10.0 86.0 -3.2877232120013975
10.0 88.0 -3.2892903271022123
10.0 90.0 -3.28979595877735
10.0 92.0 -3.2892146795752604
10.0 94.0 -3.287536189566766
10.0 96.0 -3.2847668828611685
10.0 98.0 -3.280931422488309
10.0 100.0 -3.2760741403291056
10.0 102.0 -3.27026006061337
10.0 104.0 -3.263575348024048
10.0 106.0 -3.2561270064783754
10.0 108.0 -3.2480417014024026
10.0 110.0 -3.239463643214438
10.0 112.0 -3.230551546728813
10.0 114.0 -3.221474762404472
10.0 116.0 -3.2124087520696945
10.0 118.0 -3.2035301455189598
10.0 120.0 -3.195011658141436
10.0 122.0 -3.187017168685182
10.0 124.0 -3.1796972483328605
10.0 126.0 -3.173185398294789
10.0 128.0 -3.1675951965924187
10.0 130.0 -3.1630184812177964
10.0 132.0 -3.1595246134653694
10.0 134.0 -3.1571607796962464
10.0 136.0 -3.1559532098393612
10.0 138.0 -3.155909123597333
10.0 140.0 -3.157019166383243
10.0 142.0 -3.159260070518
10.0 144.0 -3.1625972751551257
10.0 146.0 -3.166987260530857
10.0 148.0 -3.17237939602136
10.0 150.0 -3.17871716273371
10.0 152.0 -3.1859386840800004
10.0 154.0 -3.193976575233588
10.0 156.0 -3.2027571976254636
10.0 158.0 -3.212199471295654
10.0 160.0 -3.2222134506097175
10.0 162.0 -3.2326989036272016
10.0 164.0 -3.243544149850389
10.0 166.0 -3.254625404273177
10.0 168.0 -3.265806848036234
10.0 170.0 -3.276941599222392
10.0 172.0 -3.287873694135339
10.0 174.0 -3.2984411135948295
10.0 176.0 -3.3084798052183912
10.0 178.0 -3.3178285672432923
10.0 180.0 -3.326334578933692
10.0 182.0 -3.3338592942296947
10.0 184.0 -3.3402843660191808
10.0 186.0 -3.3455172441253946
10.0 188.0 -3.349496094586751
10.0 190.0 -3.3521937219045355
10.0 192.0 -3.3536202370649897
10.0 194.0 -3.3538242963436513
10.0 196.0 -3.3528928305030976
10.0 198.0 -3.3509492808365895
10.0 200.0 -3.3481504474735457
10.0 202.0 -3.3446821279442602
10.0 204.0 -3.3407537745690066
10.0 206.0 -3.3365924257290027
10.0 208.0 -3.3324361700225946
10.0 210.0 -3.328527388192553
10.0 212.0 -3.3251059918621544
10.0 214.0 -3.3224028473875284
10.0 216.0 -3.320633543616985
10.0 218.0 -3.3199926383977854
10.0 220.0 -3.320648502349516
10.0 222.0 -3.3227388694296773
10.0 224.0 -3.326367199844789
10.0 226.0 -3.331599958265414
10.0 228.0 -3.3384649049260107
10.0 230.0 -3.3469504851758174
10.0 232.0 -3.3570063815348217
10.0 234.0 -3.368545259908991
10.0 236.0 -3.3814456986337085
10.0 238.0 -3.3955562374193367
10.0 240.0 -3.4107004264880416
10.0 242.0 -3.426682698697964
10.0 244.0 -3.443294834308298
10.0 246.0 -3.4603227443465814
10.0 248.0 -3.477553268903784
10.0 250.0 -3.494780674714801
10.0 252.0 -3.5118125442927663
10.0 254.0 -3.5284747772023133
10.0 256.0 -3.54461547151708
10.0 258.0 -3.5601075171441843
10.0 260.0 -3.5748498081242674
10.0 262.0 -3.588767062864775
10.0 264.0 -3.6018083237434038
10.0 266.0 -3.6139442849761405
10.0 268.0 -3.6251636650788113
10.0 270.0 -3.6354688936817126
10.0 272.0 -3.6448714191237963
10.0 274.0 -3.653386961633749
10.0 276.0 -3.661031036588884
10.0 278.0 -3.6678150538110406
10.0 280.0 -3.6737432632534173
10.0 282.0 -3.6788107663618193
10.0 284.0 -3.683002747840121
10.0 286.0 -3.68629500687966
10.0 288.0 -3.688655782998712
10.0 290.0 -3.690048783034141
10.0 292.0 -3.690437226938697
10.0 294.0 -3.6897886461991014
10.0 296.0 -3.688080096068907
10.0 298.0 -3.6853033880604014
10.0 300.0 -3.6814699187894733
10.0 302.0 -3.6766146708654954
10.0 304.0 -3.67079899465865
10.0 306.0 -3.6641118471653424
10.0 308.0 -3.656669262980596
10.0 310.0 -3.6486119559684167
10.0 312.0 -3.6401010886306646
10.0 314.0 -3.63131238709103
10.0 316.0 -3.622428909849236
10.0 318.0 -3.6136328856905955
10.0 320.0 -3.6050971105113723
10.0 322.0 -3.5969764282111965
10.0 324.0 -3.589399815422915
10.0 326.0 -3.5824635461924847
10.0 328.0 -3.5762258368866395
10.0 330.0 -3.5707032721938887
10.0 332.0 -3.565869199893717
10.0 334.0 -3.561654164840002
10.0 336.0 -3.557948339987227
10.0 338.0 -3.554605811136807
10.0 340.0 -3.5514504871196975
10.0 342.0 -3.5482833409474672
10.0 344.0 -3.544890640771716
10.0 346.0 -3.5410528015740983
10.0 348.0 -3.5365534777430185
