Theta Phi E_field
0.0 0.0 -0.22189869254532557
0.0 2.0 -0.22189869254532557
0.0 4.0 -0.22189869254532657
0.0 6.0 -0.22189869254532557
0.0 8.0 -0.22189869254532557
0.0 10.0 -0.22189869254532457
0.0 12.0 -0.22189869254532457
0.0 14.0 -0.22189869254532557
0.0 16.0 -0.22189869254532557
0.0 18.0 -0.22189869254532557
0.0 20.0 -0.22189869254532457
0.0 22.0 -0.22189869254532557
0.0 24.0 -0.22189869254532457
0.0 26.0 -0.22189869254532657
0.0 28.0 -0.22189869254532657
0.0 30.0 -0.22189869254532557
0.0 32.0 -0.22189869254532457
0.0 34.0 -0.22189869254532457
0.0 36.0 -0.22189869254532557
0.0 38.0 -0.22189869254532657
0.0 40.0 -0.22189869254532457
0.0 42.0 -0.22189869254532657
0.0 44.0 -0.22189869254532557
0.0 46.0 -0.22189869254532557
0.0 48.0 -0.22189869254532657
0.0 50.0 -0.22189869254532657
0.0 52.0 -0.22189869254532657
0.0 54.0 -0.22189869254532557
0.0 56.0 -0.22189869254532657
0.0 58.0 -0.22189869254532557
0.0 60.0 -0.22189869254532557
0.0 62.0 -0.22189869254532657
0.0 64.0 -0.22189869254532657
0.0 66.0 -0.22189869254532657
0.0 68.0 -0.22189869254532657
0.0 70.0 -0.22189869254532657
0.0 72.0 -0.22189869254532657
0.0 74.0 -0.22189869254532657
0.0 76.0 -0.22189869254532557
0.0 78.0 -0.22189869254532657
0.0 80.0 -0.22189869254532457
0.0 82.0 -0.22189869254532457
0.0 84.0 -0.22189869254532557
0.0 86.0 -0.22189869254532557
0.0 88.0 -0.22189869254532557
0.0 90.0 -0.22189869254532557
0.0 92.0 -0.22189869254532557
0.0 94.0 -0.22189869254532657
0.0 96.0 -0.22189869254532754
0.0 98.0 -0.22189869254532557
0.0 100.0 -0.22189869254532657
0.0 102.0 -0.22189869254532557
0.0 104.0 -0.22189869254532557
0.0 106.0 -0.22189869254532657
0.0 108.0 -0.22189869254532557
0.0 110.0 -0.22189869254532657
0.0 112.0 -0.22189869254532557
0.0 114.0 -0.22189869254532557
0.0 116.0 -0.22189869254532557
0.0 118.0 -0.22189869254532754
0.0 120.0 -0.22189869254532754
0.0 122.0 -0.22189869254532657
0.0 124.0 -0.2218986925453285
0.0 126.0 -0.22189869254532657
0.0 128.0 -0.22189869254532657
0.0 130.0 -0.22189869254532457
0.0 132.0 -0.22189869254532557
0.0 134.0 -0.22189869254532754
0.0 136.0 -0.22189869254532657
0.0 138.0 -0.22189869254532754
0.0 140.0 -0.22189869254532754
0.0 142.0 -0.22189869254532657
0.0 144.0 -0.22189869254532557
0.0 146.0 -0.22189869254532657
0.0 148.0 -0.22189869254532557
0.0 150.0 -0.22189869254532557
0.0 152.0 -0.22189869254532457
0.0 154.0 -0.22189869254532457
0.0 156.0 -0.22189869254532257
0.0 158.0 -0.22189869254532557
0.0 160.0 -0.22189869254532457
0.0 162.0 -0.22189869254532657
0.0 164.0 -0.22189869254532557
0.0 166.0 -0.22189869254532457
0.0 168.0 -0.22189869254532557
0.0 170.0 -0.22189869254532457
0.0 172.0 -0.22189869254532557
0.0 174.0 -0.22189869254532457
0.0 176.0 -0.22189869254532457
0.0 178.0 -0.22189869254532457
0.0 180.0 -0.22189869254532557
0.0 182.0 -0.22189869254532457
0.0 184.0 -0.22189869254532457
0.0 186.0 -0.22189869254532557
0.0 188.0 -0.22189869254532557
0.0 190.0 -0.22189869254532557
0.0 192.0 -0.22189869254532557
0.0 194.0 -0.22189869254532557
0.0 196.0 -0.22189869254532657
0.0 198.0 -0.22189869254532557
0.0 200.0 -0.22189869254532457
0.0 202.0 -0.22189869254532457
0.0 204.0 -0.22189869254532457
0.0 206.0 -0.22189869254532657
0.0 208.0 -0.22189869254532657
0.0 210.0 -0.22189869254532557
0.0 212.0 -0.22189869254532557
0.0 214.0 -0.22189869254532657
0.0 216.0 -0.22189869254532557
0.0 218.0 -0.22189869254532557
0.0 220.0 -0.22189869254532557
0.0 222.0 -0.22189869254532557
0.0 224.0 -0.22189869254532557
0.0 226.0 -0.22189869254532457
0.0 228.0 -0.22189869254532457
0.0 230.0 -0.22189869254532557
0.0 232.0 -0.22189869254532557
0.0 234.0 -0.22189869254532557
0.0 236.0 -0.22189869254532657
0.0 238.0 -0.22189869254532557
0.0 240.0 -0.22189869254532557
0.0 242.0 -0.22189869254532557
0.0 244.0 -0.22189869254532657
0.0 246.0 -0.22189869254532557
0.0 248.0 -0.22189869254532457
0.0 250.0 -0.22189869254532457
0.0 252.0 -0.22189869254532557
0.0 254.0 -0.22189869254532754
0.0 256.0 -0.22189869254532557
0.0 258.0 -0.22189869254532557
0.0 260.0 -0.22189869254532557
0.0 262.0 -0.22189869254532557
0.0 264.0 -0.22189869254532557
0.0 266.0 -0.22189869254532557
0.0 268.0 -0.22189869254532754
0.0 270.0 -0.22189869254532557
0.0 272.0 -0.22189869254532557
0.0 274.0 -0.22189869254532457
0.0 276.0 -0.22189869254532557
0.0 278.0 -0.22189869254532557
0.0 280.0 -0.22189869254532657
0.0 282.0 -0.22189869254532657
0.0 284.0 -0.22189869254532754
0.0 286.0 -0.22189869254532657
0.0 288.0 -0.22189869254532457
0.0 290.0 -0.22189869254532657
0.0 292.0 -0.22189869254532557
0.0 294.0 -0.22189869254532457
0.0 296.0 -0.22189869254532657
0.0 298.0 -0.22189869254532657
0.0 300.0 -0.22189869254532557
0.0 302.0 -0.22189869254532457
0.0 304.0 -0.22189869254532557
0.0 306.0 -0.22189869254532657
0.0 308.0 -0.22189869254532557
0.0 310.0 -0.22189869254532457
0.0 312.0 -0.22189869254532657
0.0 314.0 -0.22189869254532557
0.0 316.0 -0.22189869254532657
0.0 318.0 -0.22189869254532657
0.0 320.0 -0.22189869254532557
0.0 322.0 -0.22189869254532557
0.0 324.0 -0.22189869254532557
0.0 326.0 -0.22189869254532657
0.0 328.0 -0.22189869254532557
0.0 330.0 -0.22189869254532557
0.0 332.0 -0.22189869254532557
0.0 334.0 -0.22189869254532557
0.0 336.0 -0.22189869254532657
0.0 338.0 -0.22189869254532657
0.0 340.0 -0.22189869254532754
0.0 342.0 -0.22189869254532457
0.0 344.0 -0.22189869254532557
0.0 346.0 -0.22189869254532557
0.0 348.0 -0.22189869254532557
0.0 350.0 -0.22189869254532557
0.0 352.0 -0.22189869254532657
0.0 354.0 -0.22189869254532557
0.0 356.0 -0.22189869254532557
0.0 358.0 -0.22189869254532754
5.0 0.0 -1.2146832818389843
5.0 2.0 -1.1944060834454404
5.0 4.0 -1.1733977471451138
5.0 6.0 -1.151694534674531
5.0 8.0 -1.1293403205293848
5.0 10.0 -1.106387208299038
5.0 12.0 -1.0828959044739799
5.0 14.0 -1.05893582156173
5.0 16.0 -1.034584893316607
5.0 18.0 -1.0099290975677255
5.0 20.0 -0.9850616959323242
5.0 22.0 -0.9600822138676164
5.0 24.0 -0.9350951981539857
5.0 26.0 -0.9102088010583136
5.0 28.0 -0.8855332501597075
5.0 30.0 -0.8611792692991359
5.0 32.0 -0.8372565187040127
5.0 34.0 -0.8138721206737802
5.0 36.0 -0.7911293312493262
5.0 38.0 -0.769126408326347
5.0 40.0 -0.7479557133390231
5.0 42.0 -0.7277030678489016
5.0 44.0 -0.7084473692513804
5.0 46.0 -0.6902604526051703
5.0 48.0 -0.6732071695625064
5.0 50.0 -0.6573456417048894
5.0 52.0 -0.6427276352623823
5.0 54.0 -0.6293989979406417
5.0 56.0 -0.6174000968068987
5.0 58.0 -0.606766198954656
5.0 60.0 -0.5975277436942843
5.0 62.0 -0.5897104657095844
5.0 64.0 -0.5833353421327451
5.0 66.0 -0.5784183518011239
5.0 68.0 -0.5749700509616391
5.0 70.0 -0.572994985279301
5.0 72.0 -0.5724909721697305
5.0 74.0 -0.5734482993519201
5.0 76.0 -0.5758488944530566
5.0 78.0 -0.5796655260691213
5.0 80.0 -0.5848610987064072
5.0 82.0 -0.5913881025339002
5.0 84.0 -0.5991882740876128
5.0 86.0 -0.6081925163594197
5.0 88.0 -0.6183211165534024
5.0 90.0 -0.6294842877451999
5.0 92.0 -0.641583047302033
5.0 94.0 -0.6545104307774984
5.0 96.0 -0.6681530256253878
5.0 98.0 -0.682392794985363
5.0 100.0 -0.6971091484460696
5.0 102.0 -0.7121812045189744
5.0 104.0 -0.7274901789595403
5.0 106.0 -0.7429218244291403
5.0 108.0 -0.7583688406579304
5.0 110.0 -0.7737331705780808
5.0 112.0 -0.7889280971447246
5.0 114.0 -0.8038800579886186
5.0 116.0 -0.8185301008067479
5.0 118.0 -0.8328349115349092
5.0 120.0 -0.8467673597541854
5.0 122.0 -0.860316521181606
5.0 124.0 -0.873487155020052
5.0 126.0 -0.8862986337470168
5.0 128.0 -0.8987833438004378
5.0 130.0 -0.9109845966507119
5.0 132.0 -0.9229541099510502
5.0 134.0 -0.934749136863912
5.0 136.0 -0.946429337379076
5.0 138.0 -0.9580534977212863
5.0 140.0 -0.9696762122352007
5.0 142.0 -0.9813446460938785
5.0 144.0 -0.9930954966908156
5.0 146.0 -1.0049522667424153
5.0 148.0 -1.016922953226083
5.0 150.0 -1.0289982437279401
5.0 152.0 -1.0411502960885064
5.0 154.0 -1.0533321589862774
5.0 156.0 -1.0654778708822807
5.0 158.0 -1.077503253160366
5.0 160.0 -1.0893073909264157
5.0 162.0 -1.1007747723559298
5.0 164.0 -1.1117780352838647
5.0 166.0 -1.1221812485044893
5.0 168.0 -1.1318436356024604
5.0 170.0 -1.1406236317035292
5.0 172.0 -1.1483831489654477
5.0 174.0 -1.154991915580549
5.0 176.0 -1.1603317461562304
5.0 178.0 -1.1643005991364992
5.0 180.0 -1.1668162798682438
5.0 182.0 -1.1678196562703398
5.0 184.0 -1.1672772678796786
5.0 186.0 -1.165183228104554
5.0 188.0 -1.1615603432950294
5.0 190.0 -1.156460399918693
5.0 192.0 -1.1499636016028116
5.0 194.0 -1.1421771697280447
5.0 196.0 -1.1332331531362119
5.0 198.0 -1.1232855227857592
5.0 200.0 -1.1125066543457272
5.0 202.0 -1.1010833244136333
5.0 204.0 -1.0892123631831288
5.0 206.0 -1.077096117209804
5.0 208.0 -1.064937880033871
5.0 210.0 -1.0529374457963872
5.0 212.0 -1.0412869319608034
5.0 214.0 -1.030167002451004
5.0 216.0 -1.0197436027990356
5.0 218.0 -1.010165295280544
5.0 220.0 -1.001561255616088
5.0 222.0 -0.9940399647851883
5.0 224.0 -0.9876886009863792
5.0 226.0 -0.9825731089012448
5.0 228.0 -0.9787388972544473
5.0 230.0 -0.9762120922130297
5.0 232.0 -0.9750012543622633
5.0 234.0 -0.9750994516505923
5.0 236.0 -0.9764865704870844
5.0 238.0 -0.9791317425873004
5.0 240.0 -0.9829957664466558
5.0 242.0 -0.9880334094397021
5.0 244.0 -0.994195489150877
5.0 246.0 -1.0014306499627934
5.0 248.0 -1.0096867721816742
5.0 250.0 -1.018911974828885
5.0 252.0 -1.029055198259262
5.0 254.0 -1.0400663774923937
5.0 256.0 -1.0518962401120544
5.0 258.0 -1.0644957825009986
5.0 260.0 -1.0778154939783016
5.0 262.0 -1.0918044093549748
5.0 264.0 -1.1064090761370098
5.0 266.0 -1.121572523057181
5.0 268.0 -1.1372333121160354
5.0 270.0 -1.1533247474479387
5.0 272.0 -1.169774301905123
5.0 274.0 -1.1865033072182227
5.0 276.0 -1.203426936961202
5.0 278.0 -1.2204544943386926
5.0 280.0 -1.2374899999852302
5.0 282.0 -1.2544330593780628
5.0 284.0 -1.2711799758392663
5.0 286.0 -1.2876250639995872
5.0 288.0 -1.3036621103977695
5.0 290.0 -1.3191859227951388
5.0 292.0 -1.3340939078140983
5.0 294.0 -1.3482876175106162
5.0 296.0 -1.3616742091651806
5.0 298.0 -1.374167768505647
5.0 300.0 -1.3856904542561075
5.0 302.0 -1.396173430793208
5.0 304.0 -1.4055575652370333
5.0 306.0 -1.413793874997035
5.0 308.0 -1.420843721191003
5.0 310.0 -1.4266787521039848
5.0 312.0 -1.431280608701901
5.0 314.0 -1.4346404110086486
5.0 316.0 -1.4367580498309822
5.0 318.0 -1.437641312877429
5.0 320.0 -1.43730487781597
5.0 322.0 -1.43576920732415
5.0 324.0 -1.4330593827792162
5.0 326.0 -1.4292039139776396
5.0 328.0 -1.4242335622028186
5.0 330.0 -1.4181802130948022
5.0 332.0 -1.41107583411594
5.0 334.0 -1.4029515489406752
5.0 336.0 -1.393836857818835
5.0 338.0 -1.383759028873979
5.0 340.0 -1.3727426804301033
5.0 342.0 -1.3608095688688346
5.0 344.0 -1.3479785902956156
5.0 346.0 -1.3342659975607931
5.0 348.0 -1.3196858270935754
5.0 350.0 -1.3042505227424566
5.0 352.0 -1.2879717365764778
5.0 354.0 -1.270861279606038
5.0 356.0 -1.2529321888660119
5.0 358.0 -1.2341998715180638
10.0 0.0 -3.9134326379904905
10.0 2.0 -3.8969215595451603
10.0 4.0 -3.882635229633335
10.0 6.0 -3.870282964940994
10.0 8.0 -3.8595492329704753
10.0 10.0 -3.8501161237350825
10.0 12.0 -3.8416887094406036
10.0 14.0 -3.834021763240803
10.0 16.0 -3.826945379846009
10.0 18.0 -3.8203862030166675
10.0 20.0 -3.814380479648556
10.0 22.0 -3.809075278096532
10.0 24.0 -3.804715086083339
10.0 26.0 -3.8016126329807483
10.0 28.0 -3.800104963938702
10.0 30.0 -3.8004981748681526
10.0 32.0 -3.8030063729353145
10.0 34.0 -3.8076919657989983
10.0 36.0 -3.814415029127454
10.0 38.0 -3.822799132594646
10.0 40.0 -3.8322196382722513
10.0 42.0 -3.8418182511388492
10.0 44.0 -3.850544713999125
10.0 46.0 -3.857223295951764
10.0 48.0 -3.8606385140019324
10.0 50.0 -3.8596318227836934
10.0 52.0 -3.853199300048991
10.0 54.0 -3.840580039414405
10.0 56.0 -3.8213261873123567
10.0 58.0 -3.79534813397092
10.0 60.0 -3.7629317596366674
10.0 62.0 -3.724728125968872
10.0 64.0 -3.681718900454338
10.0 66.0 -3.635162663090265
10.0 68.0 -3.5865279674770854
10.0 70.0 -3.5374188157282505
10.0 72.0 -3.489497426355788
10.0 74.0 -3.444408198711165
10.0 76.0 -3.4037058701957132
10.0 78.0 -3.368790142841283
10.0 80.0 -3.3408485279633826
10.0 82.0 -3.320808766621559
10.0 84.0 -3.3093018677546873
10.0 86.0 -3.3066365249300893
10.0 88.0 -3.312785412714158
10.0 90.0 -3.327383626277372
10.0 92.0 -3.3497393149567847
10.0 94.0 -3.3788563631425275
10.0 96.0 -3.413468766016192
10.0 98.0 -3.4520860975609775
10.0 100.0 -3.4930491353230315
10.0 102.0 -3.5345942617662245
10.0 104.0 -3.5749247000885633
10.0 106.0 -3.6122859923418558
10.0 108.0 -3.6450424601884794
10.0 110.0 -3.6717508126704295
10.0 112.0 -3.6912267135067993
10.0 114.0 -3.702600121626158
10.0 116.0 -3.7053556634723224
10.0 118.0 -3.6993552032998354
10.0 120.0 -3.6848410765882154
10.0 122.0 -3.66241998329621
10.0 124.0 -3.6330290861358163
10.0 126.0 -3.597887199566748
10.0 128.0 -3.558434905908973
10.0 130.0 -3.5162678957526334
10.0 132.0 -3.4730677969245565
10.0 134.0 -3.430534310513535
10.0 136.0 -3.3903217489094457
10.0 138.0 -3.3539822215190567
10.0 140.0 -3.3229168753863103
10.0 142.0 -3.298335870790795
10.0 144.0 -3.2812272127500375
10.0 146.0 -3.272334184302842
10.0 148.0 -3.2721409212028356
10.0 150.0 -3.2808655947111296
10.0 152.0 -3.2984606841992847
10.0 154.0 -3.3246198772827933
10.0 156.0 -3.3587911896850398
10.0 158.0 -3.400195916452752
10.0 160.0 -3.447852989538669
10.0 162.0 -3.5006082185091927
10.0 164.0 -3.557167742469998
10.0 166.0 -3.616134849593204
10.0 168.0 -3.676049165122363
10.0 170.0 -3.735427112167822
10.0 172.0 -3.7928025462923887
10.0 174.0 -3.8467665676750116
10.0 176.0 -3.896005704958757
10.0 178.0 -3.9393378906282264
10.0 180.0 -3.97574583253389
10.0 182.0 -4.004407450186195
10.0 184.0 -4.024722932546848
10.0 186.0 -4.03633768244139
10.0 188.0 -4.0391600036764235
10.0 190.0 -4.033371983132334
10.0 192.0 -4.019431776037951
10.0 194.0 -3.998065559424899
10.0 196.0 -3.9702478561987253
10.0 198.0 -3.937169735813082
10.0 200.0 -3.9001954540889203
10.0 202.0 -3.8608092207697076
10.0 204.0 -3.8205547763238306
10.0 206.0 -3.78097115347569
10.0 208.0 -3.7435283057094675
10.0 210.0 -3.709566207015434
10.0 212.0 -3.6802406424071843
10.0 214.0 -3.656478336421154
10.0 216.0 -3.638943427932779
10.0 218.0 -3.6280166848284265
10.0 220.0 -3.6237883037647
10.0 222.0 -3.626064650569406
10.0 224.0 -3.6343888192236125
10.0 226.0 -3.6480743577469177
10.0 228.0 -3.6662508726789294
10.0 230.0 -3.687919461301605
10.0 232.0 -3.712015071005306
10.0 234.0 -3.7374720533563597
10.0 236.0 -3.7632885269352307
10.0 238.0 -3.7885848698797298
10.0 240.0 -3.8126518819150856
10.0 242.0 -3.8349849521362693
10.0 244.0 -3.8553018841722677
10.0 246.0 -3.8735436790167888
10.0 248.0 -3.889859285578103
10.0 250.0 -3.9045768127679326
10.0 252.0 -3.918164729964305
10.0 254.0 -3.9311870569525684
10.0 256.0 -3.9442564823244637
10.0 258.0 -3.9579888763039306
10.0 260.0 -3.972961956429094
10.0 262.0 -3.9896800941149557
10.0 264.0 -4.008546543027048
10.0 266.0 -4.029843789373942
10.0 268.0 -4.0537222734123155
10.0 270.0 -4.080197373595338
10.0 272.0 -4.109154226244406
10.0 274.0 -4.14035962712286
10.0 276.0 -4.173479903292972
10.0 278.0 -4.208103263867174
10.0 280.0 -4.243764780577656
10.0 282.0 -4.279971883484644
10.0 284.0 -4.316228163680755
10.0 286.0 -4.352053421840383
10.0 288.0 -4.386998322515828
10.0 290.0 -4.420652690287354
10.0 292.0 -4.452647337575904
10.0 294.0 -4.482650218021707
10.0 296.0 -4.510358501460045
10.0 298.0 -4.535488722382939
10.0 300.0 -4.557767360391414
10.0 302.0 -4.576924030862564
10.0 304.0 -4.592688933039505
10.0 306.0 -4.6047954225524705
10.0 308.0 -4.6129876906040375
10.0 310.0 -4.617032699936167
10.0 312.0 -4.616734886434935
10.0 314.0 -4.611951777600454
10.0 316.0 -4.602608636773812
10.0 318.0 -4.588710483789988
10.0 320.0 -4.570350287143279
10.0 322.0 -4.547712661492447
10.0 324.0 -4.521072929986578
10.0 326.0 -4.490791841140526
10.0 328.0 -4.45730652170984
10.0 330.0 -4.421118397568361
10.0 332.0 -4.3827788519660045
10.0 334.0 -4.342873357433782
10.0 336.0 -4.3020047554875696
10.0 338.0 -4.260776296275155
10.0 340.0 -4.219775000899407
10.0 342.0 -4.179555870235314
10.0 344.0 -4.140627424985201
10.0 346.0 -4.1034390104751015
10.0 348.0 -4.068370229032993
10.0 350.0 -4.035722773911345
10.0 352.0 -4.00571484215581
10.0 354.0 -3.9784782175653794
10.0 356.0 -3.9540580599995945
10.0 358.0 -3.9324154313831796
15.0 0.0 -6.8695914559507685
15.0 2.0 -6.766909801788268
15.0 4.0 -6.676924045475455
15.0 6.0 -6.598317332874185
15.0 8.0 -6.5287640243739045
15.0 10.0 -6.465258598077964
15.0 12.0 -6.404545240974752
15.0 14.0 -6.343618020100181
15.0 16.0 -6.280243938193927
15.0 18.0 -6.213441643397669
15.0 20.0 -6.143835415278981
15.0 22.0 -6.073807911939806
15.0 24.0 -6.007402316486506
15.0 26.0 -5.949970481523129
15.0 28.0 -5.907613020616678
15.0 30.0 -5.886491726723758
15.0 32.0 -5.892103815512425
15.0 34.0 -5.928594177981324
15.0 36.0 -5.998158972309161
15.0 38.0 -6.100576333356253
15.0 40.0 -6.232897445814172
15.0 42.0 -6.389344624619699
15.0 44.0 -6.5614830850679615
15.0 46.0 -6.738740174708335
15.0 48.0 -6.909313963426387
15.0 50.0 -7.061423426466206
15.0 52.0 -7.184717415280902
15.0 54.0 -7.271540186293582
15.0 56.0 -7.317735623246917
15.0 58.0 -7.322807162182934
15.0 60.0 -7.289480498377944
15.0 62.0 -7.222909389006482
15.0 64.0 -7.129816740895906
15.0 66.0 -7.017775068848967
15.0 68.0 -6.894688140275608
15.0 70.0 -6.768428638820897
15.0 72.0 -6.646552007726933
15.0 74.0 -6.536028877812843
15.0 76.0 -6.442980904412424
15.0 78.0 -6.372437816389445
15.0 80.0 -6.328145676697518
15.0 82.0 -6.31245118710654
15.0 84.0 -6.326273508910626
15.0 86.0 -6.3691613286551085
15.0 88.0 -6.439422618106569
15.0 90.0 -6.534308374097417
15.0 92.0 -6.650228946419968
15.0 94.0 -6.78298186762362
15.0 96.0 -6.927973344555346
15.0 98.0 -7.080421632704185
15.0 100.0 -7.235538385169447
15.0 102.0 -7.388691523948614
15.0 104.0 -7.535557362391751
15.0 106.0 -7.6722685103493395
15.0 108.0 -7.79555762630322
15.0 110.0 -7.902888175282414
15.0 112.0 -7.992556507769378
15.0 114.0 -8.063748670389467
15.0 116.0 -8.116541406019177
15.0 118.0 -8.151847248345227
15.0 120.0 -8.171313783583125
15.0 122.0 -8.177192891423104
15.0 124.0 -8.172195591207162
15.0 126.0 -8.159343479200958
15.0 128.0 -8.141821729520046
15.0 130.0 -8.122834076906408
15.0 132.0 -8.105458499780507
15.0 134.0 -8.092503328567904
15.0 136.0 -8.086366158744884
15.0 138.0 -8.088901054082854
15.0 140.0 -8.101302236779905
15.0 142.0 -8.124014381641281
15.0 144.0 -8.156680648427715
15.0 146.0 -8.198139612700025
15.0 148.0 -8.246481019517773
15.0 150.0 -8.299167254288461
15.0 152.0 -8.353221925684572
15.0 154.0 -8.405478518934126
15.0 156.0 -8.45287099710489
15.0 158.0 -8.492736123782814
15.0 160.0 -8.52308728948122
15.0 162.0 -8.542815767797242
15.0 164.0 -8.551780944144461
15.0 166.0 -8.550766884066638
15.0 168.0 -8.541305683573846
15.0 170.0 -8.525392470367889
15.0 172.0 -8.505136287980015
15.0 174.0 -8.482401160649646
15.0 176.0 -8.458491651658534
15.0 178.0 -8.433929220566393
15.0 180.0 -8.408352567204373
15.0 182.0 -8.380559043791314
15.0 184.0 -8.348686018773229
15.0 186.0 -8.310511351638164
15.0 188.0 -8.263832577313954
15.0 190.0 -8.206868665490935
15.0 192.0 -8.138621212932462
15.0 194.0 -8.059137432383373
15.0 196.0 -7.9696353619242295
15.0 198.0 -7.872477698563138
15.0 200.0 -7.771007045263176
15.0 202.0 -7.669275235664
15.0 204.0 -7.571709251631475
15.0 206.0 -7.482756479166496
15.0 208.0 -7.406545520041153
15.0 210.0 -7.346588890222481
15.0 212.0 -7.305543454248198
15.0 214.0 -7.28503524696734
15.0 216.0 -7.285548644688465
15.0 218.0 -7.30637646397237
15.0 220.0 -7.34562787274517
15.0 222.0 -7.40029473922256
15.0 224.0 -7.466382911402617
15.0 226.0 -7.53912014326424
15.0 228.0 -7.613252740474192
15.0 230.0 -7.6834338717391955
15.0 232.0 -7.744685413408758
15.0 234.0 -7.792885270047353
15.0 236.0 -7.825204004838817
15.0 238.0 -7.840403841514851
15.0 240.0 -7.838931656817469
15.0 242.0 -7.822784295041459
15.0 244.0 -7.795182377405934
15.0 246.0 -7.760133452063295
15.0 248.0 -7.721979593376714
15.0 250.0 -7.68500722876494
15.0 252.0 -7.653160727765101
15.0 254.0 -7.629863186355755
15.0 256.0 -7.61792057849733
15.0 258.0 -7.619473965042917
15.0 260.0 -7.635967184904593
15.0 262.0 -7.668109388760712
15.0 264.0 -7.715827158946618
15.0 266.0 -7.778214994352273
15.0 268.0 -7.853502548937863
15.0 270.0 -7.939060928058595
15.0 272.0 -8.031468764202325
15.0 274.0 -8.126652819283734
15.0 276.0 -8.22010891841097
15.0 278.0 -8.307198322657596
15.0 280.0 -8.383502853279376
15.0 282.0 -8.445209407217025
15.0 284.0 -8.489481618364302
15.0 286.0 -8.514765852173197
15.0 288.0 -8.520975585186255
15.0 290.0 -8.509508534509486
15.0 292.0 -8.483077344791186
15.0 294.0 -8.445372503322597
15.0 296.0 -8.400613536414902
15.0 298.0 -8.35306795594608
15.0 300.0 -8.306619077696755
15.0 302.0 -8.264445144847931
15.0 304.0 -8.228841615752208
15.0 306.0 -8.201186298677001
15.0 308.0 -8.182021126455851
15.0 310.0 -8.171208813956873
15.0 312.0 -8.168118205555931
15.0 314.0 -8.171797307703569
15.0 316.0 -8.18110480236511
15.0 318.0 -8.194785426177662
15.0 320.0 -8.211488371735111
15.0 322.0 -8.22973858303117
15.0 324.0 -8.2478781590535
15.0 326.0 -8.264000083111972
