r(m), theta(rad), phi(rad), E(Re), E(Im), H(Re), H(Im)
0.300000, -2.953097, 1.979203, 0.049302, 0.009220, 0.000129, 0.000017
0.300000, -2.953097, 1.947787, 0.041070, 0.026280, 0.000108, 0.000064
0.300000, -2.953097, 1.916372, 0.027798, 0.038463, 0.000073, 0.000096
0.300000, -2.953097, 1.884956, 0.015368, 0.044078, 0.000041, 0.000111
0.300000, -2.953097, 1.853540, 0.016798, 0.043587, 0.000045, 0.000110
0.300000, -2.953097, 1.822124, 0.028134, 0.038433, 0.000075, 0.000096
0.300000, -2.953097, 1.790708, 0.038756, 0.030503, 0.000103, 0.000074
0.300000, -2.953097, 1.759292, 0.046675, 0.021879, 0.000125, 0.000050
0.300000, -2.953097, 1.727876, 0.051896, 0.015084, 0.000138, 0.000031
0.300000, -2.953097, 1.696460, 0.054988, 0.013228, 0.000147, 0.000028
0.300000, -2.953097, 1.665044, 0.056682, 0.015940, 0.000151, 0.000038
0.300000, -2.953097, 1.633628, 0.057675, 0.019447, 0.000154, 0.000050
0.300000, -2.953097, 1.602212, 0.058506, 0.021726, 0.000156, 0.000057
0.300000, -2.953097, 1.570796, 0.059484, 0.022090, 0.000159, 0.000058
0.300000, -2.953097, 1.539380, 0.060654, 0.020344, 0.000162, 0.000054
0.300000, -2.953097, 1.507964, 0.061782, 0.016623, 0.000165, 0.000044
0.300000, -2.953097, 1.476549, 0.062369, 0.011864, 0.000166, 0.000032
0.300000, -2.953097, 1.445133, 0.061704, 0.010103, 0.000165, 0.000028
0.300000, -2.953097, 1.413717, 0.058969, 0.016041, 0.000157, 0.000044
0.300000, -2.953097, 1.382301, 0.053428, 0.025608, 0.000143, 0.000069
0.300000, -2.953097, 1.350885, 0.044752, 0.035176, 0.000120, 0.000094
0.300000, -2.953097, 1.319469, 0.033653, 0.042398, 0.000090, 0.000113
0.300000, -2.953097, 1.288053, 0.023627, 0.045122, 0.000063, 0.000121
0.300000, -2.953097, 1.256637, 0.023111, 0.041542, 0.000061, 0.000111
0.300000, -2.953097, 1.225221, 0.032025, 0.030777, 0.000084, 0.000083
0.300000, -2.953097, 1.193805, 0.040009, 0.013959, 0.000104, 0.000038
0.300000, -2.953097, 1.162389, 0.040787, 0.011508, 0.000106, 0.000029
0.300000, -2.953097, 1.130973, 0.031909, 0.031705, 0.000082, 0.000082
0.300000, -2.953097, 1.099557, 0.017097, 0.046733, 0.000043, 0.000121
0.300000, -2.953097, 1.068142, 0.023403, 0.050256, 0.000062, 0.000130
0.300000, -2.953097, 1.036726, 0.045467, 0.039738, 0.000121, 0.000101
0.300000, -2.953097, 1.005310, 0.059816, 0.019873, 0.000159, 0.000049
0.300000, -2.953097, 0.973894, 0.057961, 0.022341, 0.000154, 0.000061
0.300000, -2.953097, 0.942478, 0.038605, 0.041884, 0.000102, 0.000114
0.300000, -2.953097, 0.911062, 0.009933, 0.046836, 0.000026, 0.000127
0.300000, -2.953097, 0.879646, 0.020705, 0.030773, 0.000056, 0.000084
0.300000, -2.953097, 0.848230, 0.030436, 0.003608, 0.000081, 0.000006
0.300000, -2.953097, 0.816814, 0.015804, 0.031690, 0.000042, 0.000081
0.300000, -2.953097, 0.785398, 0.017746, 0.043375, 0.000046, 0.000112
0.300000, -2.953097, 0.753982, 0.050036, 0.026920, 0.000132, 0.000069
0.300000, -2.953097, 0.722566, 0.059765, 0.010220, 0.000158, 0.000029
0.300000, -2.953097, 0.691150, 0.037537, 0.042367, 0.000099, 0.000115
0.300000, -2.953097, 0.659734, 0.007208, 0.045887, 0.000018, 0.000124
0.300000, -2.953097, 0.628319, 0.035155, 0.014131, 0.000093, 0.000039
0.300000, -2.953097, 0.596903, 0.028525, 0.031919, 0.000075, 0.000082
0.300000, -2.953097, 0.565487, 0.015792, 0.055178, 0.000040, 0.000144
0.300000, -2.953097, 0.534071, 0.060240, 0.033809, 0.000159, 0.000088
0.300000, -2.953097, 0.502655, 0.068705, 0.016874, 0.000182, 0.000046
0.300000, -2.953097, 0.471239, 0.030942, 0.052298, 0.000082, 0.000140
0.300000, -2.953097, 0.439823, 0.021361, 0.038462, 0.000053, 0.000103
0.300000, -2.953097, 0.408407, 0.033978, 0.012179, 0.000086, 0.000030
0.300000, -2.953097, 0.376991, 0.012191, 0.045900, 0.000027, 0.000118
0.300000, -2.953097, 0.345575, 0.054421, 0.025276, 0.000145, 0.000062
0.300000, -2.953097, 0.314159, 0.053397, 0.030549, 0.000141, 0.000084
0.300000, -2.953097, 0.282743, 0.001050, 0.052366, 0.000007, 0.000142
0.300000, -2.953097, 0.251327, 0.044203, 0.010304, 0.000119, 0.000030
0.300000, -2.953097, 0.219911, 0.022516, 0.049794, 0.000060, 0.000130
0.300000, -2.953097, 0.188496, 0.044909, 0.051653, 0.000118, 0.000135
0.300000, -2.953097, 0.157080, 0.070737, 0.012011, 0.000187, 0.000034
0.300000, -2.953097, 0.125664, 0.019344, 0.058962, 0.000050, 0.000159
0.300000, -2.953097, 0.094248, 0.043990, 0.024788, 0.000116, 0.000069
0.300000, -2.953097, 0.062832, 0.029171, 0.045199, 0.000077, 0.000115
0.300000, -2.953097, 0.031416, 0.042762, 0.048076, 0.000112, 0.000122
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, -2.890265, 3.110177, 0.040350, 0.030447, 0.000115, 0.000079
0.300000, -2.890265, 3.078761, 0.045507, 0.037092, 0.000128, 0.000098
0.300000, -2.890265, 3.047345, 0.015908, 0.060684, 0.000033, 0.000160
0.300000, -2.890265, 3.015929, 0.056549, 0.011337, 0.000141, 0.000029
0.300000, -2.890265, 2.984513, 0.025064, 0.043865, 0.000057, 0.000118
0.300000, -2.890265, 2.953097, 0.037924, 0.035310, 0.000107, 0.000095
0.300000, -2.890265, 2.921681, 0.054240, 0.024105, 0.000150, 0.000062
0.300000, -2.890265, 2.890265, 0.010007, 0.062204, 0.000030, 0.000163
0.300000, -2.890265, 2.858849, 0.043349, 0.039254, 0.000110, 0.000102
0.300000, -2.890265, 2.827433, 0.046221, 0.015326, 0.000120, 0.000044
0.300000, -2.890265, 2.796017, 0.006304, 0.041092, 0.000016, 0.000113
0.300000, -2.890265, 2.764602, 0.039379, 0.016715, 0.000107, 0.000049
0.300000, -2.890265, 2.733186, 0.035796, 0.031365, 0.000098, 0.000076
0.300000, -2.890265, 2.701770, 0.006531, 0.049264, 0.000013, 0.000125
0.300000, -2.890265, 2.670354, 0.042008, 0.023447, 0.000107, 0.000057
0.300000, -2.890265, 2.638938, 0.040436, 0.021860, 0.000104, 0.000062
0.300000, -2.890265, 2.607522, 0.004263, 0.046630, 0.000007, 0.000128
0.300000, -2.890265, 2.576106, 0.038796, 0.032292, 0.000104, 0.000090
0.300000, -2.890265, 2.544690, 0.053038, 0.008105, 0.000142, 0.000017
0.300000, -2.890265, 2.513274, 0.032008, 0.043192, 0.000086, 0.000110
0.300000, -2.890265, 2.481858, 0.006855, 0.049911, 0.000018, 0.000128
0.300000, -2.890265, 2.450442, 0.036322, 0.026691, 0.000096, 0.000066
0.300000, -2.890265, 2.419026, 0.039393, 0.009673, 0.000104, 0.000028
0.300000, -2.890265, 2.387610, 0.017245, 0.035076, 0.000046, 0.000097
0.300000, -2.890265, 2.356194, 0.015042, 0.037601, 0.000040, 0.000103
0.300000, -2.890265, 2.324779, 0.038551, 0.018536, 0.000102, 0.000053
0.300000, -2.890265, 2.293363, 0.042623, 0.011659, 0.000113, 0.000028
0.300000, -2.890265, 2.261947, 0.027416, 0.034665, 0.000073, 0.000089
0.300000, -2.890265, 2.230531, 0.003507, 0.043099, 0.000010, 0.000111
0.300000, -2.890265, 2.199115, 0.023166, 0.035308, 0.000062, 0.000091
0.300000, -2.890265, 2.167699, 0.037168, 0.019426, 0.000099, 0.000049
0.300000, -2.890265, 2.136283, 0.037491, 0.020172, 0.000100, 0.000055
0.300000, -2.890265, 2.104867, 0.026779, 0.034592, 0.000072, 0.000094
0.300000, -2.890265, 2.073451, 0.015447, 0.042092, 0.000041, 0.000115
0.300000, -2.890265, 2.042035, 0.022632, 0.039310, 0.000058, 0.000107
0.300000, -2.890265, 2.010619, 0.035379, 0.028004, 0.000092, 0.000078
0.300000, -2.890265, 1.979203, 0.042520, 0.012187, 0.000111, 0.000036
0.300000, -2.890265, 1.947787, 0.042377, 0.007458, 0.000111, 0.000015
0.300000, -2.890265, 1.916372, 0.036149, 0.021321, 0.000095, 0.000052
0.300000, -2.890265, 1.884956, 0.026667, 0.031800, 0.000070, 0.000080
0.300000, -2.890265, 1.853540, 0.018865, 0.037454, 0.000049, 0.000095
0.300000, -2.890265, 1.822124, 0.019811, 0.038555, 0.000053, 0.000097
0.300000, -2.890265, 1.790708, 0.027885, 0.036056, 0.000074, 0.000091
0.300000, -2.890265, 1.759292, 0.036954, 0.031188, 0.000099, 0.000077
0.300000, -2.890265, 1.727876, 0.044767, 0.025177, 0.000120, 0.000061
0.300000, -2.890265, 1.696460, 0.050866, 0.019075, 0.000136, 0.000044
0.300000, -2.890265, 1.665044, 0.055372, 0.013667, 0.000148, 0.000029
0.300000, -2.890265, 1.633628, 0.058582, 0.009430, 0.000156, 0.000017
0.300000, -2.890265, 1.602212, 0.060776, 0.006563, 0.000162, 0.000008
0.300000, -2.890265, 1.570796, 0.062119, 0.005393, 0.000166, 0.000008
0.300000, -2.890265, 1.539380, 0.062605, 0.006797, 0.000167, 0.000016
0.300000, -2.890265, 1.507964, 0.062049, 0.010766, 0.000166, 0.000029
0.300000, -2.890265, 1.476549, 0.060119, 0.016562, 0.000160, 0.000045
0.300000, -2.890265, 1.445133, 0.056419, 0.023508, 0.000150, 0.000064
0.300000, -2.890265, 1.413717, 0.050641, 0.030780, 0.000135, 0.000083
0.300000, -2.890265, 1.382301, 0.042830, 0.037284, 0.000114, 0.000100
0.300000, -2.890265, 1.350885, 0.033884, 0.041682, 0.000091, 0.000112
0.300000, -2.890265, 1.319469, 0.026533, 0.042543, 0.000071, 0.000114
0.300000, -2.890265, 1.288053, 0.025412, 0.038647, 0.000067, 0.000104
0.300000, -2.890265, 1.256637, 0.030591, 0.029468, 0.000081, 0.000080
0.300000, -2.890265, 1.225221, 0.036040, 0.016232, 0.000095, 0.000044
0.300000, -2.890265, 1.193805, 0.036790, 0.010846, 0.000097, 0.000026
0.300000, -2.890265, 1.162389, 0.030629, 0.025242, 0.000080, 0.000064
0.300000, -2.890265, 1.130973, 0.019876, 0.038594, 0.000051, 0.000099
0.300000, -2.890265, 1.099557, 0.020567, 0.043911, 0.000054, 0.000113
0.300000, -2.890265, 1.068142, 0.037151, 0.038453, 0.000099, 0.000098
0.300000, -2.890265, 1.036726, 0.051295, 0.024622, 0.000136, 0.000061
0.300000, -2.890265, 1.005310, 0.053956, 0.020033, 0.000143, 0.000053
0.300000, -2.890265, 0.973894, 0.041954, 0.034971, 0.000111, 0.000095
0.300000, -2.890265, 0.942478, 0.018940, 0.044053, 0.000050, 0.000120
0.300000, -2.890265, 0.911062, 0.012341, 0.036626, 0.000034, 0.000100
0.300000, -2.890265, 0.879646, 0.027185, 0.013445, 0.000073, 0.000038
0.300000, -2.890265, 0.848230, 0.023911, 0.017920, 0.000064, 0.000045
0.300000, -2.890265, 0.816814, 0.002630, 0.038514, 0.000003, 0.000100
0.300000, -2.890265, 0.785398, 0.032445, 0.037176, 0.000085, 0.000096
0.300000, -2.890265, 0.753982, 0.055054, 0.012323, 0.000145, 0.000030
0.300000, -2.890265, 0.722566, 0.051883, 0.023369, 0.000137, 0.000065
0.300000, -2.890265, 0.691150, 0.022557, 0.044984, 0.000059, 0.000122
0.300000, -2.890265, 0.659734, 0.017544, 0.035772, 0.000047, 0.000097
0.300000, -2.890265, 0.628319, 0.034991, 0.002921, 0.000093, 0.000004
0.300000, -2.890265, 0.596903, 0.017166, 0.040978, 0.000045, 0.000106
0.300000, -2.890265, 0.565487, 0.029495, 0.050923, 0.000077, 0.000133
0.300000, -2.890265, 0.534071, 0.064851, 0.020226, 0.000171, 0.000052
0.300000, -2.890265, 0.502655, 0.060527, 0.027961, 0.000160, 0.000076
0.300000, -2.890265, 0.471239, 0.018585, 0.051679, 0.000049, 0.000138
0.300000, -2.890265, 0.439823, 0.027339, 0.028071, 0.000070, 0.000076
0.300000, -2.890265, 0.408407, 0.029166, 0.021451, 0.000073, 0.000054
0.300000, -2.890265, 0.376991, 0.020023, 0.045087, 0.000051, 0.000116
0.300000, -2.890265, 0.345575, 0.057571, 0.017260, 0.000153, 0.000040
0.300000, -2.890265, 0.314159, 0.046895, 0.036793, 0.000124, 0.000101
0.300000, -2.890265, 0.282743, 0.007950, 0.049302, 0.000024, 0.000134
0.300000, -2.890265, 0.251327, 0.044772, 0.003350, 0.000120, 0.000011
0.300000, -2.890265, 0.219911, 0.016782, 0.053101, 0.000044, 0.000139
0.300000, -2.890265, 0.188496, 0.049758, 0.047596, 0.000131, 0.000124
0.300000, -2.890265, 0.157080, 0.069005, 0.017063, 0.000183, 0.000048
0.300000, -2.890265, 0.125664, 0.015177, 0.059082, 0.000039, 0.000160
0.300000, -2.890265, 0.094248, 0.045124, 0.021744, 0.000119, 0.000061
0.300000, -2.890265, 0.062832, 0.027441, 0.046520, 0.000072, 0.000119
0.300000, -2.890265, 0.031416, 0.043639, 0.047394, 0.000115, 0.000120
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, -2.827433, 3.110177, 0.039450, 0.031446, 0.000112, 0.000082
0.300000, -2.827433, 3.078761, 0.046816, 0.034843, 0.000132, 0.000092
0.300000, -2.827433, 3.047345, 0.012274, 0.061436, 0.000023, 0.000162
0.300000, -2.827433, 3.015929, 0.055722, 0.016344, 0.000139, 0.000042
0.300000, -2.827433, 2.984513, 0.030409, 0.040511, 0.000072, 0.000109
0.300000, -2.827433, 2.953097, 0.031748, 0.039582, 0.000090, 0.000107
0.300000, -2.827433, 2.921681, 0.055562, 0.015867, 0.000154, 0.000040
0.300000, -2.827433, 2.890265, 0.018734, 0.059277, 0.000054, 0.000155
0.300000, -2.827433, 2.858849, 0.035957, 0.046631, 0.000091, 0.000122
0.300000, -2.827433, 2.827433, 0.049382, 0.005700, 0.000128, 0.000017
0.300000, -2.827433, 2.796017, 0.015028, 0.038644, 0.000037, 0.000107
0.300000, -2.827433, 2.764602, 0.031824, 0.025450, 0.000087, 0.000072
0.300000, -2.827433, 2.733186, 0.040217, 0.020273, 0.000110, 0.000047
0.300000, -2.827433, 2.701770, 0.009212, 0.046850, 0.000027, 0.000118
0.300000, -2.827433, 2.670354, 0.031797, 0.034149, 0.000080, 0.000085
0.300000, -2.827433, 2.638938, 0.043393, 0.006703, 0.000112, 0.000022
0.300000, -2.827433, 2.607522, 0.018295, 0.039183, 0.000045, 0.000108
0.300000, -2.827433, 2.576106, 0.023065, 0.039720, 0.000063, 0.000109
0.300000, -2.827433, 2.544690, 0.048514, 0.009664, 0.000130, 0.000030
0.300000, -2.827433, 2.513274, 0.042514, 0.027917, 0.000114, 0.000070
0.300000, -2.827433, 2.481858, 0.011947, 0.047414, 0.000033, 0.000122
0.300000, -2.827433, 2.450442, 0.021620, 0.038659, 0.000057, 0.000098
0.300000, -2.827433, 2.419026, 0.037812, 0.010317, 0.000100, 0.000022
0.300000, -2.827433, 2.387610, 0.029539, 0.020867, 0.000078, 0.000059
0.300000, -2.827433, 2.356194, 0.004453, 0.036108, 0.000012, 0.000100
0.300000, -2.827433, 2.324779, 0.023574, 0.030616, 0.000063, 0.000085
0.300000, -2.827433, 2.293363, 0.039712, 0.010005, 0.000106, 0.000030
0.300000, -2.827433, 2.261947, 0.038565, 0.017000, 0.000103, 0.000042
0.300000, -2.827433, 2.230531, 0.022823, 0.035322, 0.000061, 0.000090
0.300000, -2.827433, 2.199115, 0.004665, 0.040898, 0.000013, 0.000105
0.300000, -2.827433, 2.167699, 0.021135, 0.034153, 0.000056, 0.000088
0.300000, -2.827433, 2.136283, 0.032606, 0.022400, 0.000087, 0.000058
0.300000, -2.827433, 2.104867, 0.033592, 0.020657, 0.000090, 0.000056
0.300000, -2.827433, 2.073451, 0.026318, 0.029479, 0.000070, 0.000081
0.300000, -2.827433, 2.042035, 0.017588, 0.035285, 0.000047, 0.000097
0.300000, -2.827433, 2.010619, 0.018796, 0.034053, 0.000049, 0.000094
0.300000, -2.827433, 1.979203, 0.027129, 0.026468, 0.000071, 0.000074
0.300000, -2.827433, 1.947787, 0.033365, 0.015172, 0.000087, 0.000044
0.300000, -2.827433, 1.916372, 0.034934, 0.006513, 0.000091, 0.000019
0.300000, -2.827433, 1.884956, 0.032126, 0.013915, 0.000084, 0.000035
0.300000, -2.827433, 1.853540, 0.026594, 0.023422, 0.000069, 0.000059
0.300000, -2.827433, 1.822124, 0.021120, 0.030315, 0.000055, 0.000077
0.300000, -2.827433, 1.790708, 0.019494, 0.034236, 0.000051, 0.000088
0.300000, -2.827433, 1.759292, 0.023207, 0.035577, 0.000061, 0.000091
0.300000, -2.827433, 1.727876, 0.029544, 0.035041, 0.000078, 0.000090
0.300000, -2.827433, 1.696460, 0.036040, 0.033424, 0.000096, 0.000086
0.300000, -2.827433, 1.665044, 0.041621, 0.031490, 0.000111, 0.000081
0.300000, -2.827433, 1.633628, 0.045888, 0.029903, 0.000122, 0.000078
0.300000, -2.827433, 1.602212, 0.048701, 0.029170, 0.000130, 0.000076
0.300000, -2.827433, 1.570796, 0.049996, 0.029597, 0.000133, 0.000078
0.300000, -2.827433, 1.539380, 0.049713, 0.031236, 0.000132, 0.000083
0.300000, -2.827433, 1.507964, 0.047781, 0.033873, 0.000127, 0.000091
0.300000, -2.827433, 1.476549, 0.044171, 0.037056, 0.000118, 0.000099
0.300000, -2.827433, 1.445133, 0.039009, 0.040131, 0.000104, 0.000108
0.300000, -2.827433, 1.413717, 0.032799, 0.042281, 0.000088, 0.000114
0.300000, -2.827433, 1.382301, 0.026819, 0.042600, 0.000072, 0.000114
0.300000, -2.827433, 1.350885, 0.023450, 0.040221, 0.000063, 0.000108
0.300000, -2.827433, 1.319469, 0.024548, 0.034562, 0.000065, 0.000093
0.300000, -2.827433, 1.288053, 0.028303, 0.025751, 0.000075, 0.000069
0.300000, -2.827433, 1.256637, 0.031039, 0.015913, 0.000082, 0.000041
0.300000, -2.827433, 1.225221, 0.030056, 0.014070, 0.000080, 0.000032
0.300000, -2.827433, 1.193805, 0.024521, 0.023480, 0.000065, 0.000057
0.300000, -2.827433, 1.162389, 0.017675, 0.032625, 0.000046, 0.000082
0.300000, -2.827433, 1.130973, 0.020869, 0.036084, 0.000055, 0.000091
0.300000, -2.827433, 1.099557, 0.033510, 0.032030, 0.000088, 0.000081
0.300000, -2.827433, 1.068142, 0.044185, 0.023064, 0.000116, 0.000058
0.300000, -2.827433, 1.036726, 0.046364, 0.021446, 0.000122, 0.000057
0.300000, -2.827433, 1.005310, 0.037391, 0.032193, 0.000098, 0.000087
0.300000, -2.827433, 0.973894, 0.019616, 0.039817, 0.000052, 0.000108
0.300000, -2.827433, 0.942478, 0.010785, 0.035275, 0.000031, 0.000096
0.300000, -2.827433, 0.911062, 0.023451, 0.017558, 0.000064, 0.000049
0.300000, -2.827433, 0.879646, 0.024599, 0.011003, 0.000066, 0.000027
0.300000, -2.827433, 0.848230, 0.008760, 0.031914, 0.000024, 0.000082
0.300000, -2.827433, 0.816814, 0.020014, 0.038008, 0.000052, 0.000098
0.300000, -2.827433, 0.785398, 0.045531, 0.023063, 0.000120, 0.000059
0.300000, -2.827433, 0.753982, 0.053554, 0.007612, 0.000141, 0.000023
0.300000, -2.827433, 0.722566, 0.037005, 0.034677, 0.000098, 0.000095
0.300000, -2.827433, 0.691150, 0.007502, 0.041161, 0.000020, 0.000112
0.300000, -2.827433, 0.659734, 0.026496, 0.019347, 0.000071, 0.000053
0.300000, -2.827433, 0.628319, 0.028587, 0.019275, 0.000076, 0.000048
0.300000, -2.827433, 0.596903, 0.007704, 0.046584, 0.000017, 0.000121
0.300000, -2.827433, 0.565487, 0.044088, 0.040618, 0.000116, 0.000106
0.300000, -2.827433, 0.534071, 0.065355, 0.002684, 0.000173, 0.000009
0.300000, -2.827433, 0.502655, 0.047229, 0.038189, 0.000125, 0.000103
0.300000, -2.827433, 0.471239, 0.008364, 0.046736, 0.000020, 0.000125
0.300000, -2.827433, 0.439823, 0.031373, 0.014248, 0.000080, 0.000039
0.300000, -2.827433, 0.408407, 0.021722, 0.030780, 0.000053, 0.000079
0.300000, -2.827433, 0.376991, 0.030754, 0.041255, 0.000081, 0.000105
0.300000, -2.827433, 0.345575, 0.058965, 0.009372, 0.000156, 0.000019
0.300000, -2.827433, 0.314159, 0.037310, 0.042911, 0.000098, 0.000117
0.300000, -2.827433, 0.282743, 0.017241, 0.043743, 0.000048, 0.000119
0.300000, -2.827433, 0.251327, 0.043952, 0.008491, 0.000118, 0.000021
0.300000, -2.827433, 0.219911, 0.010315, 0.056138, 0.000025, 0.000147
0.300000, -2.827433, 0.188496, 0.055239, 0.041772, 0.000146, 0.000109
0.300000, -2.827433, 0.157080, 0.066174, 0.023255, 0.000175, 0.000064
0.300000, -2.827433, 0.125664, 0.010122, 0.058796, 0.000024, 0.000159
0.300000, -2.827433, 0.094248, 0.046338, 0.017800, 0.000122, 0.000050
0.300000, -2.827433, 0.062832, 0.025170, 0.048116, 0.000066, 0.000123
0.300000, -2.827433, 0.031416, 0.044741, 0.046503, 0.000118, 0.000118
0.300000, 0.000000, 0.000000, 0.062013, 0.024102, 0.000162, 0.000068
0.300000, 0.000000, 3.141593, 0.029329, 0.045003, 0.000068, 0.000116
0.300000, -2.764602, 3.110177, 0.038324, 0.032631, 0.000109, 0.000085
0.300000, -2.764602, 3.078761, 0.048259, 0.032032, 0.000136, 0.000084
0.300000, -2.764602, 3.047345, 0.008004, 0.061985, 0.000011, 0.000163
0.300000, -2.764602, 3.015929, 0.054102, 0.022290, 0.000135, 0.000058
0.300000, -2.764602, 2.984513, 0.036331, 0.035675, 0.000088, 0.000096
0.300000, -2.764602, 2.953097, 0.023736, 0.043536, 0.000069, 0.000117
0.300000, -2.764602, 2.921681, 0.055373, 0.007073, 0.000153, 0.000016
0.300000, -2.764602, 2.890265, 0.028691, 0.053724, 0.000081, 0.000140
0.300000, -2.764602, 2.858849, 0.025499, 0.053323, 0.000062, 0.000139
0.300000, -2.764602, 2.827433, 0.049969, 0.009984, 0.000129, 0.000024
0.300000, -2.764602, 2.796017, 0.026701, 0.032272, 0.000068, 0.000089
0.300000, -2.764602, 2.764602, 0.020724, 0.032823, 0.000057, 0.000092
0.300000, -2.764602, 2.733186, 0.040815, 0.009777, 0.000111, 0.000022
0.300000, -2.764602, 2.701770, 0.022421, 0.039259, 0.000063, 0.000098
0.300000, -2.764602, 2.670354, 0.016808, 0.041735, 0.000041, 0.000105
0.300000, -2.764602, 2.638938, 0.040260, 0.012288, 0.000103, 0.000028
0.300000, -2.764602, 2.607522, 0.031033, 0.024973, 0.000079, 0.000071
0.300000, -2.764602, 2.576106, 0.004592, 0.040588, 0.000011, 0.000112
0.300000, -2.764602, 2.544690, 0.035828, 0.025786, 0.000096, 0.000073
0.300000, -2.764602, 2.513274, 0.046163, 0.007208, 0.000124, 0.000016
0.300000, -2.764602, 2.481858, 0.029858, 0.035741, 0.000080, 0.000091
0.300000, -2.764602, 2.450442, 0.000745, 0.043439, 0.000004, 0.000111
0.300000, -2.764602, 2.419026, 0.026258, 0.028279, 0.000069, 0.000070
0.300000, -2.764602, 2.387610, 0.033964, 0.004097, 0.000090, 0.000005
0.300000, -2.764602, 2.356194, 0.021913, 0.023901, 0.000058, 0.000067
0.300000, -2.764602, 2.324779, 0.002483, 0.033523, 0.000007, 0.000093
0.300000, -2.764602, 2.293363, 0.024985, 0.026271, 0.000066, 0.000074
0.300000, -2.764602, 2.261947, 0.037838, 0.007900, 0.000101, 0.000025
0.300000, -2.764602, 2.230531, 0.036756, 0.015663, 0.000098, 0.000038
0.300000, -2.764602, 2.199115, 0.024162, 0.031953, 0.000064, 0.000081
0.300000, -2.764602, 2.167699, 0.007580, 0.038572, 0.000020, 0.000099
0.300000, -2.764602, 2.136283, 0.013964, 0.035516, 0.000037, 0.000091
0.300000, -2.764602, 2.104867, 0.025219, 0.027031, 0.000067, 0.000069
0.300000, -2.764602, 2.073451, 0.029161, 0.020854, 0.000077, 0.000055
0.300000, -2.764602, 2.042035, 0.026250, 0.022747, 0.000070, 0.000062
0.300000, -2.764602, 2.010619, 0.019536, 0.027188, 0.000052, 0.000075
0.300000, -2.764602, 1.979203, 0.014502, 0.028539, 0.000038, 0.000079
