r(m), theta(rad), phi(rad), E(Re), E(Im)
3000.000000, -1.696460, 1.382301, 0.000002, 0.000000
3000.000000, -1.696460, 1.350885, 0.000002, 0.000000
3000.000000, -1.696460, 1.319469, 0.000002, 0.000000
3000.000000, -1.696460, 1.288053, 0.000002, 0.000000
3000.000000, -1.696460, 1.256637, 0.000002, 0.000000
3000.000000, -1.696460, 1.225221, 0.000002, 0.000000
3000.000000, -1.696460, 1.193805, 0.000002, 0.000000
3000.000000, -1.696460, 1.162389, 0.000003, 0.000000
3000.000000, -1.696460, 1.130973, 0.000003, 0.000000
3000.000000, -1.696460, 1.099557, 0.000003, 0.000000
3000.000000, -1.696460, 1.068142, 0.000004, 0.000000
3000.000000, -1.696460, 1.036726, 0.000004, 0.000000
3000.000000, -1.696460, 1.005310, 0.000004, 0.000000
3000.000000, -1.696460, 0.973894, 0.000004, 0.000000
3000.000000, -1.696460, 0.942478, 0.000003, 0.000000
3000.000000, -1.696460, 0.911062, 0.000003, 0.000000
3000.000000, -1.696460, 0.879646, 0.000003, 0.000000
3000.000000, -1.696460, 0.848230, 0.000002, 0.000000
3000.000000, -1.696460, 0.816814, 0.000002, 0.000000
3000.000000, -1.696460, 0.785398, 0.000002, 0.000000
3000.000000, -1.696460, 0.753982, 0.000002, 0.000000
3000.000000, -1.696460, 0.722566, 0.000002, 0.000000
3000.000000, -1.696460, 0.691150, 0.000002, 0.000000
3000.000000, -1.696460, 0.659734, 0.000002, 0.000000
3000.000000, -1.696460, 0.628319, 0.000002, 0.000000
3000.000000, -1.696460, 0.596903, 0.000002, 0.000000
3000.000000, -1.696460, 0.565487, 0.000002, 0.000000
3000.000000, -1.696460, 0.534071, 0.000001, 0.000000
3000.000000, -1.696460, 0.502655, 0.000001, 0.000000
3000.000000, -1.696460, 0.471239, 0.000002, 0.000000
3000.000000, -1.696460, 0.439823, 0.000002, 0.000000
3000.000000, -1.696460, 0.408407, 0.000003, 0.000000
3000.000000, -1.696460, 0.376991, 0.000003, 0.000000
3000.000000, -1.696460, 0.345575, 0.000003, 0.000000
3000.000000, -1.696460, 0.314159, 0.000004, 0.000000
3000.000000, -1.696460, 0.282743, 0.000005, 0.000000
3000.000000, -1.696460, 0.251327, 0.000006, 0.000000
3000.000000, -1.696460, 0.219911, 0.000007, 0.000000
3000.000000, -1.696460, 0.188496, 0.000008, 0.000000
3000.000000, -1.696460, 0.157080, 0.000010, 0.000000
3000.000000, -1.696460, 0.125664, 0.000012, 0.000000
3000.000000, -1.696460, 0.094248, 0.000013, 0.000000
3000.000000, -1.696460, 0.062832, 0.000014, 0.000000
3000.000000, -1.696460, 0.031416, 0.000015, 0.000000
3000.000000, 0.000000, 0.000000, 0.000015, 0.000000
3000.000000, 0.000000, 3.141593, 0.000014, 0.000000
3000.000000, -1.633628, 3.110177, 0.000013, 0.000000
3000.000000, -1.633628, 3.078761, 0.000013, 0.000000
3000.000000, -1.633628, 3.047345, 0.000012, 0.000000
3000.000000, -1.633628, 3.015929, 0.000010, 0.000000
3000.000000, -1.633628, 2.984513, 0.000009, 0.000000
3000.000000, -1.633628, 2.953097, 0.000007, 0.000000
3000.000000, -1.633628, 2.921681, 0.000005, 0.000000
3000.000000, -1.633628, 2.890265, 0.000004, 0.000000
3000.000000, -1.633628, 2.858849, 0.000003, 0.000000
3000.000000, -1.633628, 2.827433, 0.000003, 0.000000
3000.000000, -1.633628, 2.796017, 0.000002, 0.000000
3000.000000, -1.633628, 2.764602, 0.000002, 0.000000
3000.000000, -1.633628, 2.733186, 0.000002, 0.000000
3000.000000, -1.633628, 2.701770, 0.000002, 0.000000
3000.000000, -1.633628, 2.670354, 0.000002, 0.000000
3000.000000, -1.633628, 2.638938, 0.000002, 0.000000
3000.000000, -1.633628, 2.607522, 0.000002, 0.000000
3000.000000, -1.633628, 2.576106, 0.000002, 0.000000
3000.000000, -1.633628, 2.544690, 0.000002, 0.000000
3000.000000, -1.633628, 2.513274, 0.000002, 0.000000
3000.000000, -1.633628, 2.481858, 0.000002, 0.000000
3000.000000, -1.633628, 2.450442, 0.000002, 0.000000
3000.000000, -1.633628, 2.419026, 0.000002, 0.000000
3000.000000, -1.633628, 2.387610, 0.000001, 0.000000
3000.000000, -1.633628, 2.356194, 0.000001, 0.000000
3000.000000, -1.633628, 2.324779, 0.000001, 0.000000
3000.000000, -1.633628, 2.293363, 0.000002, 0.000000
3000.000000, -1.633628, 2.261947, 0.000002, 0.000000
3000.000000, -1.633628, 2.230531, 0.000002, 0.000000
3000.000000, -1.633628, 2.199115, 0.000003, 0.000000
3000.000000, -1.633628, 2.167699, 0.000003, 0.000000
3000.000000, -1.633628, 2.136283, 0.000003, 0.000000
3000.000000, -1.633628, 2.104867, 0.000003, 0.000000
3000.000000, -1.633628, 2.073451, 0.000003, 0.000000
3000.000000, -1.633628, 2.042035, 0.000003, 0.000000
3000.000000, -1.633628, 2.010619, 0.000002, 0.000000
3000.000000, -1.633628, 1.979203, 0.000002, 0.000000
3000.000000, -1.633628, 1.947787, 0.000002, 0.000000
3000.000000, -1.633628, 1.916372, 0.000002, 0.000000
3000.000000, -1.633628, 1.884956, 0.000001, 0.000000
3000.000000, -1.633628, 1.853540, 0.000001, 0.000000
3000.000000, -1.633628, 1.822124, 0.000001, 0.000000
3000.000000, -1.633628, 1.790708, 0.000001, 0.000000
3000.000000, -1.633628, 1.759292, 0.000002, 0.000000
3000.000000, -1.633628, 1.727876, 0.000002, 0.000000
3000.000000, -1.633628, 1.696460, 0.000002, 0.000000
3000.000000, -1.633628, 1.665044, 0.000002, 0.000000
3000.000000, -1.633628, 1.633628, 0.000002, 0.000000
3000.000000, -1.633628, 1.602212, 0.000002, 0.000000
3000.000000, -1.633628, 1.570796, 0.000002, 0.000000
3000.000000, -1.633628, 1.539380, 0.000001, 0.000000
3000.000000, -1.633628, 1.507964, 0.000001, 0.000000
3000.000000, -1.633628, 1.476549, 0.000001, 0.000000
3000.000000, -1.633628, 1.445133, 0.000001, 0.000000
3000.000000, -1.633628, 1.413717, 0.000001, 0.000000
3000.000000, -1.633628, 1.382301, 0.000001, 0.000000
3000.000000, -1.633628, 1.350885, 0.000002, 0.000000
3000.000000, -1.633628, 1.319469, 0.000002, 0.000000
3000.000000, -1.633628, 1.288053, 0.000002, 0.000000
3000.000000, -1.633628, 1.256637, 0.000002, 0.000000
3000.000000, -1.633628, 1.225221, 0.000002, 0.000000
3000.000000, -1.633628, 1.193805, 0.000002, 0.000000
3000.000000, -1.633628, 1.162389, 0.000002, 0.000000
3000.000000, -1.633628, 1.130973, 0.000002, 0.000000
3000.000000, -1.633628, 1.099557, 0.000002, 0.000000
3000.000000, -1.633628, 1.068142, 0.000002, 0.000000
3000.000000, -1.633628, 1.036726, 0.000002, 0.000000
3000.000000, -1.633628, 1.005310, 0.000002, 0.000000
3000.000000, -1.633628, 0.973894, 0.000002, 0.000000
3000.000000, -1.633628, 0.942478, 0.000002, 0.000000
3000.000000, -1.633628, 0.911062, 0.000002, 0.000000
3000.000000, -1.633628, 0.879646, 0.000002, 0.000000
3000.000000, -1.633628, 0.848230, 0.000002, 0.000000
3000.000000, -1.633628, 0.816814, 0.000002, 0.000000
3000.000000, -1.633628, 0.785398, 0.000002, 0.000000
3000.000000, -1.633628, 0.753982, 0.000002, 0.000000
3000.000000, -1.633628, 0.722566, 0.000002, 0.000000
3000.000000, -1.633628, 0.691150, 0.000001, 0.000000
3000.000000, -1.633628, 0.659734, 0.000001, 0.000000
3000.000000, -1.633628, 0.628319, 0.000001, 0.000000
3000.000000, -1.633628, 0.596903, 0.000001, 0.000000
3000.000000, -1.633628, 0.565487, 0.000001, 0.000000
3000.000000, -1.633628, 0.534071, 0.000001, 0.000000
3000.000000, -1.633628, 0.502655, 0.000001, 0.000000
3000.000000, -1.633628, 0.471239, 0.000002, 0.000000
3000.000000, -1.633628, 0.439823, 0.000002, 0.000000
3000.000000, -1.633628, 0.408407, 0.000002, 0.000000
3000.000000, -1.633628, 0.376991, 0.000003, 0.000000
3000.000000, -1.633628, 0.345575, 0.000003, 0.000000
3000.000000, -1.633628, 0.314159, 0.000003, 0.000000
3000.000000, -1.633628, 0.282743, 0.000004, 0.000000
3000.000000, -1.633628, 0.251327, 0.000005, 0.000000
3000.000000, -1.633628, 0.219911, 0.000007, 0.000000
3000.000000, -1.633628, 0.188496, 0.000008, 0.000000
3000.000000, -1.633628, 0.157080, 0.000010, 0.000000
3000.000000, -1.633628, 0.125664, 0.000011, 0.000000
3000.000000, -1.633628, 0.094248, 0.000013, 0.000000
3000.000000, -1.633628, 0.062832, 0.000014, 0.000000
3000.000000, -1.633628, 0.031416, 0.000015, 0.000000
3000.000000, 0.000000, 0.000000, 0.000015, 0.000000
3000.000000, 0.000000, 3.141593, 0.000014, 0.000000
3000.000000, -1.570796, 3.110177, 0.000014, 0.000000
3000.000000, -1.570796, 3.078761, 0.000013, 0.000000
3000.000000, -1.570796, 3.047345, 0.000012, 0.000000
3000.000000, -1.570796, 3.015929, 0.000010, 0.000000
3000.000000, -1.570796, 2.984513, 0.000009, 0.000000
3000.000000, -1.570796, 2.953097, 0.000007, 0.000000
3000.000000, -1.570796, 2.921681, 0.000006, 0.000000
3000.000000, -1.570796, 2.890265, 0.000005, 0.000000
3000.000000, -1.570796, 2.858849, 0.000004, 0.000000
3000.000000, -1.570796, 2.827433, 0.000004, 0.000000
3000.000000, -1.570796, 2.796017, 0.000003, 0.000000
3000.000000, -1.570796, 2.764602, 0.000003, 0.000000
3000.000000, -1.570796, 2.733186, 0.000003, 0.000000
3000.000000, -1.570796, 2.701770, 0.000003, 0.000000
3000.000000, -1.570796, 2.670354, 0.000002, 0.000000
3000.000000, -1.570796, 2.638938, 0.000002, 0.000000
3000.000000, -1.570796, 2.607522, 0.000002, 0.000000
3000.000000, -1.570796, 2.576106, 0.000002, 0.000000
3000.000000, -1.570796, 2.544690, 0.000002, 0.000000
3000.000000, -1.570796, 2.513274, 0.000002, 0.000000
3000.000000, -1.570796, 2.481858, 0.000002, 0.000000
3000.000000, -1.570796, 2.450442, 0.000002, 0.000000
3000.000000, -1.570796, 2.419026, 0.000002, 0.000000
3000.000000, -1.570796, 2.387610, 0.000002, 0.000000
3000.000000, -1.570796, 2.356194, 0.000002, 0.000000
3000.000000, -1.570796, 2.324779, 0.000002, 0.000000
3000.000000, -1.570796, 2.293363, 0.000002, 0.000000
3000.000000, -1.570796, 2.261947, 0.000002, 0.000000
3000.000000, -1.570796, 2.230531, 0.000002, 0.000000
3000.000000, -1.570796, 2.199115, 0.000002, 0.000000
3000.000000, -1.570796, 2.167699, 0.000002, 0.000000
3000.000000, -1.570796, 2.136283, 0.000002, 0.000000
3000.000000, -1.570796, 2.104867, 0.000002, 0.000000
3000.000000, -1.570796, 2.073451, 0.000002, 0.000000
3000.000000, -1.570796, 2.042035, 0.000002, 0.000000
3000.000000, -1.570796, 2.010619, 0.000002, 0.000000
3000.000000, -1.570796, 1.979203, 0.000002, 0.000000
3000.000000, -1.570796, 1.947787, 0.000002, 0.000000
3000.000000, -1.570796, 1.916372, 0.000002, 0.000000
3000.000000, -1.570796, 1.884956, 0.000002, 0.000000
3000.000000, -1.570796, 1.853540, 0.000002, 0.000000
3000.000000, -1.570796, 1.822124, 0.000002, 0.000000
3000.000000, -1.570796, 1.790708, 0.000002, 0.000000
3000.000000, -1.570796, 1.759292, 0.000001, 0.000000
3000.000000, -1.570796, 1.727876, 0.000001, 0.000000
3000.000000, -1.570796, 1.696460, 0.000001, 0.000000
3000.000000, -1.570796, 1.665044, 0.000001, 0.000000
3000.000000, -1.570796, 1.633628, 0.000001, 0.000000
3000.000000, -1.570796, 1.602212, 0.000001, 0.000000
3000.000000, -1.570796, 1.570796, 0.000001, 0.000000
3000.000000, -1.570796, 1.539380, 0.000002, 0.000000
3000.000000, -1.570796, 1.507964, 0.000002, 0.000000
3000.000000, -1.570796, 1.476549, 0.000002, 0.000000
3000.000000, -1.570796, 1.445133, 0.000002, 0.000000
3000.000000, -1.570796, 1.413717, 0.000002, 0.000000
3000.000000, -1.570796, 1.382301, 0.000001, 0.000000
3000.000000, -1.570796, 1.350885, 0.000001, 0.000000
3000.000000, -1.570796, 1.319469, 0.000001, 0.000000
3000.000000, -1.570796, 1.288053, 0.000001, 0.000000
3000.000000, -1.570796, 1.256637, 0.000001, 0.000000
3000.000000, -1.570796, 1.225221, 0.000002, 0.000000
3000.000000, -1.570796, 1.193805, 0.000002, 0.000000
3000.000000, -1.570796, 1.162389, 0.000002, 0.000000
3000.000000, -1.570796, 1.130973, 0.000002, 0.000000
3000.000000, -1.570796, 1.099557, 0.000003, 0.000000
3000.000000, -1.570796, 1.068142, 0.000003, 0.000000
3000.000000, -1.570796, 1.036726, 0.000003, 0.000000
3000.000000, -1.570796, 1.005310, 0.000003, 0.000000
3000.000000, -1.570796, 0.973894, 0.000003, 0.000000
3000.000000, -1.570796, 0.942478, 0.000003, 0.000000
3000.000000, -1.570796, 0.911062, 0.000003, 0.000000
3000.000000, -1.570796, 0.879646, 0.000002, 0.000000
3000.000000, -1.570796, 0.848230, 0.000002, 0.000000
3000.000000, -1.570796, 0.816814, 0.000002, 0.000000
3000.000000, -1.570796, 0.785398, 0.000001, 0.000000
3000.000000, -1.570796, 0.753982, 0.000001, 0.000000
3000.000000, -1.570796, 0.722566, 0.000001, 0.000000
3000.000000, -1.570796, 0.691150, 0.000002, 0.000000
3000.000000, -1.570796, 0.659734, 0.000002, 0.000000
3000.000000, -1.570796, 0.628319, 0.000002, 0.000000
3000.000000, -1.570796, 0.596903, 0.000002, 0.000000
3000.000000, -1.570796, 0.565487, 0.000002, 0.000000
3000.000000, -1.570796, 0.534071, 0.000002, 0.000000
3000.000000, -1.570796, 0.502655, 0.000002, 0.000000
3000.000000, -1.570796, 0.471239, 0.000002, 0.000000
3000.000000, -1.570796, 0.439823, 0.000002, 0.000000
3000.000000, -1.570796, 0.408407, 0.000002, 0.000000
3000.000000, -1.570796, 0.376991, 0.000002, 0.000000
3000.000000, -1.570796, 0.345575, 0.000002, 0.000000
3000.000000, -1.570796, 0.314159, 0.000003, 0.000000
3000.000000, -1.570796, 0.282743, 0.000004, 0.000000
3000.000000, -1.570796, 0.251327, 0.000005, 0.000000
3000.000000, -1.570796, 0.219911, 0.000006, 0.000000
3000.000000, -1.570796, 0.188496, 0.000008, 0.000000
3000.000000, -1.570796, 0.157080, 0.000010, 0.000000
3000.000000, -1.570796, 0.125664, 0.000011, 0.000000
3000.000000, -1.570796, 0.094248, 0.000013, 0.000000
3000.000000, -1.570796, 0.062832, 0.000014, 0.000000
3000.000000, -1.570796, 0.031416, 0.000015, 0.000000
3000.000000, 0.000000, 0.000000, 0.000015, 0.000000
3000.000000, 0.000000, 3.141593, 0.000014, 0.000000
3000.000000, -1.507964, 3.110177, 0.000014, 0.000000
3000.000000, -1.507964, 3.078761, 0.000013, 0.000000
3000.000000, -1.507964, 3.047345, 0.000012, 0.000000
3000.000000, -1.507964, 3.015929, 0.000011, 0.000000
3000.000000, -1.507964, 2.984513, 0.000009, 0.000000
3000.000000, -1.507964, 2.953097, 0.000008, 0.000000
3000.000000, -1.507964, 2.921681, 0.000007, 0.000000
3000.000000, -1.507964, 2.890265, 0.000006, 0.000000
3000.000000, -1.507964, 2.858849, 0.000005, 0.000000
3000.000000, -1.507964, 2.827433, 0.000004, 0.000000
3000.000000, -1.507964, 2.796017, 0.000004, 0.000000
3000.000000, -1.507964, 2.764602, 0.000004, 0.000000
3000.000000, -1.507964, 2.733186, 0.000003, 0.000000
3000.000000, -1.507964, 2.701770, 0.000002, 0.000000
3000.000000, -1.507964, 2.670354, 0.000002, 0.000000
3000.000000, -1.507964, 2.638938, 0.000001, 0.000000
3000.000000, -1.507964, 2.607522, 0.000001, 0.000000
3000.000000, -1.507964, 2.576106, 0.000000, 0.000000
3000.000000, -1.507964, 2.544690, 0.000001, 0.000000
3000.000000, -1.507964, 2.513274, 0.000001, 0.000000
3000.000000, -1.507964, 2.481858, 0.000001, 0.000000
3000.000000, -1.507964, 2.450442, 0.000001, 0.000000
3000.000000, -1.507964, 2.419026, 0.000001, 0.000000
3000.000000, -1.507964, 2.387610, 0.000001, 0.000000
3000.000000, -1.507964, 2.356194, 0.000001, 0.000000
3000.000000, -1.507964, 2.324779, 0.000001, 0.000000
3000.000000, -1.507964, 2.293363, 0.000001, 0.000000
3000.000000, -1.507964, 2.261947, 0.000001, 0.000000
3000.000000, -1.507964, 2.230531, 0.000002, 0.000000
3000.000000, -1.507964, 2.199115, 0.000002, 0.000000
3000.000000, -1.507964, 2.167699, 0.000002, 0.000000
3000.000000, -1.507964, 2.136283, 0.000003, 0.000000
3000.000000, -1.507964, 2.104867, 0.000003, 0.000000
3000.000000, -1.507964, 2.073451, 0.000002, 0.000000
3000.000000, -1.507964, 2.042035, 0.000002, 0.000000
3000.000000, -1.507964, 2.010619, 0.000002, 0.000000
3000.000000, -1.507964, 1.979203, 0.000002, 0.000000
3000.000000, -1.507964, 1.947787, 0.000001, 0.000000
3000.000000, -1.507964, 1.916372, 0.000001, 0.000000
3000.000000, -1.507964, 1.884956, 0.000001, 0.000000
3000.000000, -1.507964, 1.853540, 0.000001, 0.000000
3000.000000, -1.507964, 1.822124, 0.000001, 0.000000
3000.000000, -1.507964, 1.790708, 0.000001, 0.000000
3000.000000, -1.507964, 1.759292, 0.000001, 0.000000
3000.000000, -1.507964, 1.727876, 0.000001, 0.000000
3000.000000, -1.507964, 1.696460, 0.000002, 0.000000
3000.000000, -1.507964, 1.665044, 0.000002, 0.000000
3000.000000, -1.507964, 1.633628, 0.000002, 0.000000
3000.000000, -1.507964, 1.602212, 0.000002, 0.000000
3000.000000, -1.507964, 1.570796, 0.000002, 0.000000
3000.000000, -1.507964, 1.539380, 0.000002, 0.000000
3000.000000, -1.507964, 1.507964, 0.000002, 0.000000
3000.000000, -1.507964, 1.476549, 0.000002, 0.000000
3000.000000, -1.507964, 1.445133, 0.000002, 0.000000
3000.000000, -1.507964, 1.413717, 0.000002, 0.000000
3000.000000, -1.507964, 1.382301, 0.000002, 0.000000
3000.000000, -1.507964, 1.350885, 0.000002, 0.000000
3000.000000, -1.507964, 1.319469, 0.000002, 0.000000
3000.000000, -1.507964, 1.288053, 0.000002, 0.000000
3000.000000, -1.507964, 1.256637, 0.000002, 0.000000
3000.000000, -1.507964, 1.225221, 0.000003, 0.000000
3000.000000, -1.507964, 1.193805, 0.000003, 0.000000
3000.000000, -1.507964, 1.162389, 0.000003, 0.000000
3000.000000, -1.507964, 1.130973, 0.000003, 0.000000
3000.000000, -1.507964, 1.099557, 0.000003, 0.000000
3000.000000, -1.507964, 1.068142, 0.000003, 0.000000
3000.000000, -1.507964, 1.036726, 0.000003, 0.000000
3000.000000, -1.507964, 1.005310, 0.000003, 0.000000
3000.000000, -1.507964, 0.973894, 0.000003, 0.000000
3000.000000, -1.507964, 0.942478, 0.000002, 0.000000
3000.000000, -1.507964, 0.911062, 0.000002, 0.000000
3000.000000, -1.507964, 0.879646, 0.000002, 0.000000
3000.000000, -1.507964, 0.848230, 0.000002, 0.000000
3000.000000, -1.507964, 0.816814, 0.000002, 0.000000
3000.000000, -1.507964, 0.785398, 0.000002, 0.000000
3000.000000, -1.507964, 0.753982, 0.000002, 0.000000
3000.000000, -1.507964, 0.722566, 0.000002, 0.000000
3000.000000, -1.507964, 0.691150, 0.000002, 0.000000
3000.000000, -1.507964, 0.659734, 0.000002, 0.000000
3000.000000, -1.507964, 0.628319, 0.000002, 0.000000
3000.000000, -1.507964, 0.596903, 0.000002, 0.000000
3000.000000, -1.507964, 0.565487, 0.000002, 0.000000
3000.000000, -1.507964, 0.534071, 0.000002, 0.000000
3000.000000, -1.507964, 0.502655, 0.000002, 0.000000
3000.000000, -1.507964, 0.471239, 0.000002, 0.000000
3000.000000, -1.507964, 0.439823, 0.000002, 0.000000
3000.000000, -1.507964, 0.408407, 0.000002, 0.000000
3000.000000, -1.507964, 0.376991, 0.000002, 0.000000
3000.000000, -1.507964, 0.345575, 0.000003, 0.000000
3000.000000, -1.507964, 0.314159, 0.000003, 0.000000
3000.000000, -1.507964, 0.282743, 0.000004, 0.000000
3000.000000, -1.507964, 0.251327, 0.000005, 0.000000
3000.000000, -1.507964, 0.219911, 0.000006, 0.000000
3000.000000, -1.507964, 0.188496, 0.000008, 0.000000
3000.000000, -1.507964, 0.157080, 0.000009, 0.000000
3000.000000, -1.507964, 0.125664, 0.000011, 0.000000
3000.000000, -1.507964, 0.094248, 0.000013, 0.000000
3000.000000, -1.507964, 0.062832, 0.000014, 0.000000
3000.000000, -1.507964, 0.031416, 0.000015, 0.000000
3000.000000, 0.000000, 0.000000, 0.000015, 0.000000
3000.000000, 0.000000, 3.141593, 0.000014, 0.000000
3000.000000, -1.445133, 3.110177, 0.000014, 0.000000
3000.000000, -1.445133, 3.078761, 0.000013, 0.000000
3000.000000, -1.445133, 3.047345, 0.000013, 0.000000
3000.000000, -1.445133, 3.015929, 0.000011, 0.000000
3000.000000, -1.445133, 2.984513, 0.000010, 0.000000
3000.000000, -1.445133, 2.953097, 0.000009, 0.000000
3000.000000, -1.445133, 2.921681, 0.000008, 0.000000
3000.000000, -1.445133, 2.890265, 0.000006, 0.000000
3000.000000, -1.445133, 2.858849, 0.000005, 0.000000
3000.000000, -1.445133, 2.827433, 0.000005, 0.000000
3000.000000, -1.445133, 2.796017, 0.000004, 0.000000
3000.000000, -1.445133, 2.764602, 0.000003, 0.000000
3000.000000, -1.445133, 2.733186, 0.000002, 0.000000
3000.000000, -1.445133, 2.701770, 0.000001, 0.000000
3000.000000, -1.445133, 2.670354, 0.000001, 0.000000
3000.000000, -1.445133, 2.638938, 0.000001, 0.000000
3000.000000, -1.445133, 2.607522, 0.000001, 0.000000
3000.000000, -1.445133, 2.576106, 0.000002, 0.000000
3000.000000, -1.445133, 2.544690, 0.000002, 0.000000
3000.000000, -1.445133, 2.513274, 0.000002, 0.000000
3000.000000, -1.445133, 2.481858, 0.000002, 0.000000
3000.000000, -1.445133, 2.450442, 0.000001, 0.000000
3000.000000, -1.445133, 2.419026, 0.000001, 0.000000
3000.000000, -1.445133, 2.387610, 0.000001, 0.000000
3000.000000, -1.445133, 2.356194, 0.000001, 0.000000
3000.000000, -1.445133, 2.324779, 0.000001, 0.000000
3000.000000, -1.445133, 2.293363, 0.000002, 0.000000
3000.000000, -1.445133, 2.261947, 0.000002, 0.000000
3000.000000, -1.445133, 2.230531, 0.000002, 0.000000
3000.000000, -1.445133, 2.199115, 0.000003, 0.000000
3000.000000, -1.445133, 2.167699, 0.000003, 0.000000
3000.000000, -1.445133, 2.136283, 0.000003, 0.000000
3000.000000, -1.445133, 2.104867, 0.000003, 0.000000
3000.000000, -1.445133, 2.073451, 0.000003, 0.000000
3000.000000, -1.445133, 2.042035, 0.000003, 0.000000
3000.000000, -1.445133, 2.010619, 0.000003, 0.000000
3000.000000, -1.445133, 1.979203, 0.000003, 0.000000
3000.000000, -1.445133, 1.947787, 0.000003, 0.000000
3000.000000, -1.445133, 1.916372, 0.000003, 0.000000
3000.000000, -1.445133, 1.884956, 0.000003, 0.000000
3000.000000, -1.445133, 1.853540, 0.000003, 0.000000
3000.000000, -1.445133, 1.822124, 0.000003, 0.000000
3000.000000, -1.445133, 1.790708, 0.000002, 0.000000
3000.000000, -1.445133, 1.759292, 0.000002, 0.000000
3000.000000, -1.445133, 1.727876, 0.000002, 0.000000
3000.000000, -1.445133, 1.696460, 0.000002, 0.000000
3000.000000, -1.445133, 1.665044, 0.000002, 0.000000
3000.000000, -1.445133, 1.633628, 0.000002, 0.000000
3000.000000, -1.445133, 1.602212, 0.000002, 0.000000
3000.000000, -1.445133, 1.570796, 0.000002, 0.000000
3000.000000, -1.445133, 1.539380, 0.000002, 0.000000
3000.000000, -1.445133, 1.507964, 0.000002, 0.000000
3000.000000, -1.445133, 1.476549, 0.000002, 0.000000
3000.000000, -1.445133, 1.445133, 0.000001, 0.000000
3000.000000, -1.445133, 1.413717, 0.000001, 0.000000
3000.000000, -1.445133, 1.382301, 0.000001, 0.000000
3000.000000, -1.445133, 1.350885, 0.000001, 0.000000
3000.000000, -1.445133, 1.319469, 0.000001, 0.000000
3000.000000, -1.445133, 1.288053, 0.000001, 0.000000
3000.000000, -1.445133, 1.256637, 0.000001, 0.000000
3000.000000, -1.445133, 1.225221, 0.000001, 0.000000
3000.000000, -1.445133, 1.193805, 0.000001, 0.000000
3000.000000, -1.445133, 1.162389, 0.000002, 0.000000
3000.000000, -1.445133, 1.130973, 0.000002, 0.000000
3000.000000, -1.445133, 1.099557, 0.000002, 0.000000
3000.000000, -1.445133, 1.068142, 0.000002, 0.000000
3000.000000, -1.445133, 1.036726, 0.000002, 0.000000
3000.000000, -1.445133, 1.005310, 0.000002, 0.000000
3000.000000, -1.445133, 0.973894, 0.000002, 0.000000
3000.000000, -1.445133, 0.942478, 0.000002, 0.000000
3000.000000, -1.445133, 0.911062, 0.000002, 0.000000
3000.000000, -1.445133, 0.879646, 0.000001, 0.000000
3000.000000, -1.445133, 0.848230, 0.000002, 0.000000
3000.000000, -1.445133, 0.816814, 0.000002, 0.000000
3000.000000, -1.445133, 0.785398, 0.000002, 0.000000
3000.000000, -1.445133, 0.753982, 0.000002, 0.000000
3000.000000, -1.445133, 0.722566, 0.000002, 0.000000
3000.000000, -1.445133, 0.691150, 0.000002, 0.000000
3000.000000, -1.445133, 0.659734, 0.000001, 0.000000
3000.000000, -1.445133, 0.628319, 0.000001, 0.000000
3000.000000, -1.445133, 0.596903, 0.000001, 0.000000
3000.000000, -1.445133, 0.565487, 0.000001, 0.000000
3000.000000, -1.445133, 0.534071, 0.000002, 0.000000
3000.000000, -1.445133, 0.502655, 0.000002, 0.000000
3000.000000, -1.445133, 0.471239, 0.000002, 0.000000
3000.000000, -1.445133, 0.439823, 0.000003, 0.000000
3000.000000, -1.445133, 0.408407, 0.000003, 0.000000
3000.000000, -1.445133, 0.376991, 0.000003, 0.000000
3000.000000, -1.445133, 0.345575, 0.000004, 0.000000
3000.000000, -1.445133, 0.314159, 0.000004, 0.000000
3000.000000, -1.445133, 0.282743, 0.000004, 0.000000
3000.000000, -1.445133, 0.251327, 0.000005, 0.000000
3000.000000, -1.445133, 0.219911, 0.000006, 0.000000
3000.000000, -1.445133, 0.188496, 0.000008, 0.000000
3000.000000, -1.445133, 0.157080, 0.000009, 0.000000
3000.000000, -1.445133, 0.125664, 0.000011, 0.000000
3000.000000, -1.445133, 0.094248, 0.000013, 0.000000
3000.000000, -1.445133, 0.062832, 0.000014, 0.000000
3000.000000, -1.445133, 0.031416, 0.000014, 0.000000
3000.000000, 0.000000, 0.000000, 0.000015, 0.000000
3000.000000, 0.000000, 3.141593, 0.000014, 0.000000
3000.000000, -1.382301, 3.110177, 0.000014, 0.000000
3000.000000, -1.382301, 3.078761, 0.000014, 0.000000
3000.000000, -1.382301, 3.047345, 0.000013, 0.000000
3000.000000, -1.382301, 3.015929, 0.000012, 0.000000
3000.000000, -1.382301, 2.984513, 0.000011, 0.000000
3000.000000, -1.382301, 2.953097, 0.000010, 0.000000
3000.000000, -1.382301, 2.921681, 0.000008, 0.000000
3000.000000, -1.382301, 2.890265, 0.000007, 0.000000
3000.000000, -1.382301, 2.858849, 0.000005, 0.000000
3000.000000, -1.382301, 2.827433, 0.000004, 0.000000
3000.000000, -1.382301, 2.796017, 0.000003, 0.000000
3000.000000, -1.382301, 2.764602, 0.000002, 0.000000
3000.000000, -1.382301, 2.733186, 0.000001, 0.000000
3000.000000, -1.382301, 2.701770, 0.000001, 0.000000
3000.000000, -1.382301, 2.670354, 0.000001, 0.000000
