X(m), Y(m), Z(m), Ex(Re), Ex(Im), Ey(Re), Ey(Im), Ez(Re), Ez(Im)
-2407.912961, -1749.451170, 375.999701, -0.000000, -0.000001, -0.000000, 0.000001, -0.000001, 0.000001
-2397.169958, -1741.645921, 469.303395, -0.000000, -0.000001, -0.000000, 0.000000, -0.000001, 0.000001
-2384.061238, -1732.121878, 562.143944, -0.000000, -0.000000, -0.000001, 0.000000, 0.000000, 0.000001
-2368.599737, -1720.888440, 654.429724, 0.000000, -0.000000, -0.000001, 0.000000, 0.000001, 0.000001
-2350.800713, -1707.956693, 746.069661, 0.000000, 0.000000, -0.000000, -0.000000, 0.000001, 0.000001
-2330.681734, -1693.339399, 836.973318, 0.000000, 0.000000, -0.000000, -0.000000, 0.000001, 0.000002
-2308.262653, -1677.050983, 927.050983, -0.000000, 0.000001, 0.000000, -0.000000, 0.000001, 0.000002
-2283.565595, -1659.107520, 1016.213761, -0.000001, 0.000001, 0.000000, 0.000000, -0.000000, 0.000002
-2256.614934, -1639.526719, 1104.373658, -0.000001, 0.000001, 0.000000, 0.000000, -0.000001, 0.000002
-2227.437267, -1618.327903, 1191.443672, -0.000001, 0.000000, 0.000000, 0.000000, -0.000001, 0.000002
-2196.061387, -1595.531992, 1277.337875, -0.000001, -0.000000, 0.000000, 0.000001, -0.000001, 0.000001
-2162.518261, -1571.161484, 1361.971499, -0.000001, -0.000001, 0.000000, 0.000001, -0.000001, 0.000001
-2126.840989, -1545.240429, 1445.261022, -0.000000, -0.000001, -0.000000, 0.000001, -0.000000, 0.000001
-2089.064783, -1517.794409, 1527.124247, 0.000000, -0.000000, -0.000000, 0.000001, 0.000000, 0.000001
-2049.226922, -1488.850508, 1607.480385, 0.000000, 0.000000, -0.000001, 0.000000, 0.000000, 0.000001
-2007.366721, -1458.437292, 1686.250134, 0.000000, 0.000001, -0.000001, -0.000000, -0.000000, 0.000001
-1963.525492, -1426.584774, 1763.355757, -0.000000, 0.000001, -0.000000, -0.000001, -0.000000, 0.000001
-1917.746500, -1393.324390, 1838.721161, -0.000001, 0.000001, 0.000000, -0.000001, -0.000000, 0.000001
-1870.074923, -1358.688962, 1912.271969, -0.000001, 0.000000, 0.000001, -0.000000, 0.000000, 0.000001
-1820.557809, -1322.712673, 1983.935596, -0.000001, 0.000000, 0.000001, 0.000001, 0.000000, 0.000001
-1769.244024, -1285.431026, 2053.641318, -0.000000, -0.000000, 0.000001, 0.000001, 0.000001, 0.000001
-1716.184208, -1246.880813, 2121.320344, 0.000000, 0.000000, 0.000000, 0.000001, 0.000001, 0.000002
-1661.430726, -1207.100080, 2186.905882, 0.000000, 0.000001, 0.000000, 0.000001, 0.000001, 0.000002
-1605.037613, -1166.128085, 2250.333209, -0.000000, 0.000002, -0.000000, 0.000001, -0.000000, 0.000003
-1547.060521, -1124.005262, 2311.539728, -0.000001, 0.000002, -0.000001, 0.000001, -0.000001, 0.000002
-1487.556667, -1080.773181, 2370.465037, -0.000002, 0.000001, -0.000001, 0.000001, -0.000002, 0.000001
-1426.584774, -1036.474508, 2427.050983, -0.000001, -0.000001, -0.000000, -0.000000, -0.000001, 0.000000
-1364.205015, -991.152960, 2481.241723, 0.000001, -0.000001, 0.000000, -0.000000, 0.000001, 0.000000
-1300.478950, -944.853264, 2532.983777, 0.000001, 0.000001, 0.000001, 0.000001, 0.000001, 0.000001
-1235.469469, -897.621111, 2582.226081, 0.000000, 0.000003, 0.000000, 0.000002, 0.000000, 0.000002
-1169.240728, -849.503115, 2628.920040, -0.000002, 0.000002, -0.000001, 0.000002, -0.000001, 0.000002
-1101.858089, -800.546761, 2673.019573, -0.000003, -0.000000, -0.000001, 0.000001, -0.000001, 0.000001
-1033.388048, -750.800365, 2714.481157, -0.000000, -0.000002, -0.000001, 0.000001, -0.000000, -0.000000
-963.898178, -700.313019, 2753.263877, 0.000003, -0.000001, -0.000001, 0.000000, 0.000001, 0.000000
-893.457058, -649.134549, 2789.329458, 0.000003, 0.000004, -0.000000, -0.000000, 0.000001, 0.000002
-822.134202, -597.315462, 2822.642307, -0.000002, 0.000006, 0.000000, 0.000000, -0.000000, 0.000002
-750.000000, -544.906896, 2853.169549, -0.000006, 0.000001, 0.000001, 0.000001, -0.000001, 0.000001
-677.125638, -491.960573, 2880.881057, -0.000003, -0.000005, -0.000001, 0.000002, -0.000001, -0.000000
-603.583035, -438.528744, 2905.749483, 0.000005, -0.000004, -0.000002, 0.000001, 0.000001, -0.000000
-529.444768, -384.664141, 2927.750286, 0.000006, 0.000005, -0.000001, -0.000001, 0.000001, 0.000001
-454.784004, -330.419920, 2946.861752, -0.000003, 0.000009, 0.000000, -0.000001, -0.000000, 0.000002
-379.674422, -275.849615, 2963.065022, -0.000011, 0.000001, 0.000001, 0.000000, -0.000001, 0.000001
-304.190148, -221.007079, 2976.344104, -0.000004, -0.000010, 0.000000, 0.000001, -0.000000, -0.000001
-228.405674, -165.946436, 2986.685894, 0.000010, -0.000007, -0.000001, 0.000000, 0.000001, -0.000000
-152.395792, -110.722024, 2994.080185, 0.000011, 0.000009, -0.000000, -0.000000, 0.000001, 0.000001
-76.235514, -55.388343, 2998.519681, -0.000005, 0.000014, -0.000000, -0.000000, 0.000000, 0.000001
-0.000000, -0.000000, 3000.000000, -0.000015, -0.000000, -0.000000, 0.000000, 0.000000, 0.000000
-0.000000, -0.000000, -3000.000000, -0.000006, -0.000012, -0.000000, -0.000000, -0.000000, 0.000000
-72.607218, -60.065914, -2998.519681, -0.000013, 0.000003, 0.000000, -0.000000, -0.000000, 0.000000
-145.142780, -120.072550, -2994.080185, -0.000002, 0.000014, 0.000000, -0.000001, -0.000000, -0.000000
-217.535105, -179.960690, -2986.685894, 0.000011, 0.000008, -0.000001, -0.000001, -0.000001, -0.000000
-289.712749, -239.671229, -2976.344104, 0.000010, -0.000006, -0.000001, 0.000000, -0.000001, 0.000001
-361.604481, -299.145243, -2963.065022, -0.000001, -0.000010, 0.000000, 0.000001, -0.000000, 0.000001
-433.139353, -358.324035, -2946.861752, -0.000008, -0.000001, 0.000001, 0.000000, 0.000001, 0.000000
-504.246769, -417.149206, -2927.750286, -0.000003, 0.000007, 0.000001, -0.000001, 0.000000, -0.000001
-574.856554, -475.562700, -2905.749483, 0.000005, 0.000005, -0.000001, -0.000002, -0.000001, -0.000001
-644.899025, -533.506872, -2880.881057, 0.000006, -0.000001, -0.000001, -0.000001, -0.000002, 0.000001
-714.305059, -590.924536, -2853.169549, 0.000001, -0.000005, -0.000001, 0.000000, -0.000001, 0.000001
-783.006160, -647.759030, -2822.642307, -0.000003, -0.000002, -0.000000, 0.000000, 0.000000, 0.000001
-850.934529, -703.954263, -2789.329458, -0.000003, 0.000002, 0.000000, -0.000000, 0.000000, -0.000000
-918.023127, -759.454779, -2753.263877, -0.000000, 0.000003, 0.000000, -0.000000, -0.000000, -0.000001
-984.205748, -814.205804, -2714.481157, 0.000002, 0.000002, 0.000000, -0.000001, -0.000001, -0.000000
-1049.417076, -868.153307, -2673.019573, 0.000002, -0.000000, 0.000000, -0.000001, -0.000001, 0.000000
-1113.592757, -921.244047, -2628.920040, 0.000001, -0.000001, -0.000001, -0.000001, -0.000000, 0.000001
-1176.669456, -973.425631, -2582.226081, -0.000001, -0.000001, -0.000001, -0.000001, 0.000000, 0.000000
-1238.584924, -1024.646560, -2532.983777, -0.000001, 0.000001, -0.000001, 0.000000, 0.000000, -0.000000
-1299.278059, -1074.856288, -2481.241723, -0.000000, 0.000001, -0.000000, 0.000001, -0.000000, -0.000001
-1358.688962, -1124.005262, -2427.050983, 0.000001, 0.000001, 0.000000, 0.000000, -0.000001, -0.000001
-1416.759004, -1172.044978, -2370.465037, 0.000001, 0.000000, 0.000001, -0.000000, -0.000001, -0.000000
-1473.430876, -1218.928028, -2311.539728, 0.000000, -0.000001, 0.000000, -0.000001, -0.000001, 0.000001
-1528.648650, -1264.608143, -2250.333209, -0.000000, -0.000001, 0.000000, -0.000001, -0.000000, 0.000001
-1582.357831, -1309.040242, -2186.905882, -0.000001, -0.000000, 0.000000, -0.000001, 0.000000, 0.000000
-1634.505417, -1352.180477, -2121.320344, -0.000001, 0.000000, -0.000000, -0.000001, 0.000000, 0.000000
-1685.039943, -1393.986273, -2053.641318, -0.000001, 0.000001, -0.000001, -0.000001, 0.000001, -0.000000
-1733.911538, -1434.416372, -1983.935596, -0.000000, 0.000001, -0.000001, -0.000000, 0.000000, -0.000001
-1781.071972, -1473.430876, -1912.271969, 0.000000, 0.000001, -0.000001, 0.000000, -0.000000, -0.000001
-1826.474703, -1510.991282, -1838.721161, 0.000000, 0.000000, -0.000000, 0.000000, -0.000001, -0.000001
-1870.074923, -1547.060521, -1763.355757, 0.000000, -0.000000, 0.000000, 0.000000, -0.000001, -0.000001
-1911.829606, -1581.602998, -1686.250134, -0.000000, -0.000001, 0.000000, 0.000000, -0.000001, 0.000000
-1951.697544, -1614.584625, -1607.480385, -0.000001, -0.000001, 0.000001, 0.000000, -0.000000, 0.000000
-1989.639391, -1645.972851, -1527.124247, -0.000001, -0.000000, 0.000001, 0.000000, 0.000000, 0.000000
-2025.617705, -1675.736701, -1445.261022, -0.000001, 0.000000, 0.000001, -0.000000, 0.000000, -0.000001
-2059.596979, -1703.846801, -1361.971499, -0.000001, 0.000001, 0.000001, -0.000000, 0.000000, -0.000001
-2091.543679, -1730.275409, -1277.337875, -0.000001, 0.000001, 0.000001, -0.000000, -0.000001, -0.000001
-2121.426278, -1754.996445, -1191.443672, -0.000000, 0.000001, 0.000001, -0.000001, -0.000001, -0.000001
-2149.215286, -1777.985512, -1104.373658, -0.000000, 0.000000, 0.000001, -0.000001, -0.000002, -0.000000
-2174.883277, -1799.219921, -1016.213761, -0.000000, 0.000000, 0.000000, -0.000001, -0.000002, 0.000001
-2198.404921, -1818.678717, -927.050983, -0.000000, -0.000000, 0.000000, -0.000001, -0.000001, 0.000001
-2219.757005, -1836.342697, -836.973318, -0.000000, -0.000001, -0.000000, -0.000000, -0.000000, 0.000002
-2238.918457, -1852.194429, -746.069661, -0.000000, -0.000001, -0.000000, -0.000000, 0.000000, 0.000001
-2255.870367, -1866.218268, -654.429724, -0.000001, -0.000001, 0.000000, 0.000000, 0.000001, 0.000001
-2270.596005, -1878.400375, -562.143944, -0.000001, -0.000001, 0.000000, 0.000000, 0.000001, 0.000001
-2283.080838, -1888.728728, -469.303395, -0.000001, -0.000001, 0.000000, 0.000000, 0.000001, 0.000000
-2293.312547, -1897.193134, -375.999701, -0.000001, -0.000001, 0.000000, 0.000000, 0.000000, 0.000000
-2301.281033, -1903.785239, -282.324940, -0.000001, -0.000000, 0.000001, 0.000000, 0.000000, -0.000000
-2306.978433, -1908.498537, -188.371559, -0.000001, -0.000000, 0.000000, 0.000000, -0.000000, -0.000000
-2310.399123, -1911.328378, -94.232277, -0.000001, -0.000000, 0.000000, 0.000000, -0.000000, -0.000000
-2311.539728, -1912.271969, 0.000000, -0.000001, -0.000000, 0.000000, 0.000000, -0.000000, -0.000000
-2310.399123, -1911.328378, 94.232277, -0.000001, -0.000000, 0.000000, -0.000000, -0.000000, -0.000000
-2306.978433, -1908.498537, 188.371559, -0.000000, -0.000000, 0.000000, -0.000000, -0.000000, -0.000000
-2301.281033, -1903.785239, 282.324940, -0.000000, 0.000000, 0.000000, -0.000000, 0.000000, 0.000000
-2293.312547, -1897.193134, 375.999701, -0.000000, 0.000000, 0.000000, -0.000001, 0.000000, 0.000000
-2283.080838, -1888.728728, 469.303395, -0.000001, 0.000000, 0.000000, -0.000001, 0.000000, 0.000001
-2270.596005, -1878.400375, 562.143944, -0.000001, 0.000000, 0.000000, -0.000000, 0.000000, 0.000001
-2255.870367, -1866.218268, 654.429724, -0.000001, 0.000000, 0.000001, -0.000000, -0.000000, 0.000002
-2238.918457, -1852.194429, 746.069661, -0.000001, 0.000000, 0.000001, 0.000000, -0.000001, 0.000002
-2219.757005, -1836.342697, 836.973318, -0.000001, 0.000000, 0.000001, 0.000000, -0.000001, 0.000002
-2198.404921, -1818.678717, 927.050983, -0.000001, -0.000000, 0.000000, 0.000001, -0.000001, 0.000001
-2174.883277, -1799.219921, 1016.213761, -0.000001, -0.000001, -0.000000, 0.000001, -0.000001, 0.000001
-2149.215286, -1777.985512, 1104.373658, -0.000001, -0.000001, -0.000000, 0.000000, -0.000001, 0.000000
-2121.426278, -1754.996445, 1191.443672, -0.000000, -0.000001, -0.000000, 0.000000, -0.000000, -0.000000
-2091.543679, -1730.275409, 1277.337875, 0.000000, -0.000000, -0.000000, -0.000000, 0.000000, 0.000000
-2059.596979, -1703.846801, 1361.971499, 0.000000, 0.000000, -0.000000, -0.000000, 0.000001, 0.000001
-2025.617705, -1675.736701, 1445.261022, -0.000000, 0.000001, 0.000000, -0.000000, 0.000001, 0.000002
-1989.639391, -1645.972851, 1527.124247, -0.000001, 0.000001, 0.000000, -0.000000, -0.000000, 0.000002
-1951.697544, -1614.584625, 1607.480385, -0.000001, 0.000001, 0.000000, -0.000000, -0.000001, 0.000001
-1911.829606, -1581.602998, 1686.250134, -0.000001, 0.000000, 0.000001, 0.000000, -0.000000, 0.000001
-1870.074923, -1547.060521, 1763.355757, -0.000001, -0.000000, 0.000001, 0.000000, 0.000000, 0.000001
-1826.474703, -1510.991282, 1838.721161, -0.000000, -0.000000, 0.000001, 0.000001, 0.000001, 0.000001
-1781.071972, -1473.430876, 1912.271969, 0.000000, -0.000000, 0.000001, 0.000001, 0.000001, 0.000001
-1733.911538, -1434.416372, 1983.935596, 0.000000, 0.000000, 0.000000, 0.000002, 0.000001, 0.000002
-1685.039943, -1393.986273, 2053.641318, 0.000000, 0.000001, -0.000000, 0.000001, 0.000000, 0.000002
-1634.505417, -1352.180477, 2121.320344, -0.000000, 0.000001, -0.000001, 0.000001, -0.000000, 0.000002
-1582.357831, -1309.040242, 2186.905882, -0.000001, 0.000001, -0.000001, 0.000001, -0.000001, 0.000002
-1528.648650, -1264.608143, 2250.333209, -0.000001, 0.000001, -0.000001, 0.000001, -0.000001, 0.000002
-1473.430876, -1218.928028, 2311.539728, -0.000001, 0.000000, -0.000000, 0.000000, -0.000001, 0.000001
-1416.759004, -1172.044978, 2370.465037, -0.000001, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000
-1358.688962, -1124.005262, 2427.050983, 0.000000, -0.000000, 0.000001, 0.000000, 0.000001, 0.000001
-1299.278059, -1074.856288, 2481.241723, 0.000001, 0.000001, 0.000001, 0.000001, 0.000001, 0.000002
-1238.584924, -1024.646560, 2532.983777, -0.000000, 0.000002, 0.000000, 0.000002, 0.000000, 0.000002
-1176.669456, -973.425631, 2582.226081, -0.000002, 0.000002, -0.000001, 0.000002, -0.000001, 0.000002
-1113.592757, -921.244047, 2628.920040, -0.000002, 0.000000, -0.000001, 0.000001, -0.000001, 0.000001
-1049.417076, -868.153307, 2673.019573, -0.000000, -0.000001, -0.000001, 0.000000, -0.000000, 0.000000
-984.205748, -814.205804, 2714.481157, 0.000002, -0.000000, -0.000000, 0.000000, 0.000001, 0.000000
-918.023127, -759.454779, 2753.263877, 0.000002, 0.000003, -0.000000, 0.000000, 0.000001, 0.000001
-850.934529, -703.954263, 2789.329458, -0.000000, 0.000005, 0.000000, 0.000000, 0.000000, 0.000002
-783.006160, -647.759030, 2822.642307, -0.000004, 0.000003, 0.000000, 0.000001, -0.000001, 0.000001
-714.305059, -590.924536, 2853.169549, -0.000005, -0.000002, -0.000000, 0.000001, -0.000001, 0.000000
-644.899025, -533.506872, 2880.881057, 0.000001, -0.000005, -0.000001, 0.000001, 0.000000, -0.000000
-574.856554, -475.562700, 2905.749483, 0.000006, -0.000000, -0.000002, 0.000000, 0.000001, 0.000000
-504.246769, -417.149206, 2927.750286, 0.000004, 0.000007, -0.000001, -0.000001, 0.000001, 0.000002
-433.139353, -358.324035, 2946.861752, -0.000006, 0.000008, 0.000001, -0.000001, -0.000001, 0.000001
-361.604481, -299.145243, 2963.065022, -0.000010, -0.000003, 0.000001, 0.000001, -0.000001, 0.000000
-289.712749, -239.671229, 2976.344104, -0.000001, -0.000011, -0.000000, 0.000001, 0.000000, -0.000001
-217.535105, -179.960690, 2986.685894, 0.000012, -0.000005, -0.000001, 0.000000, 0.000001, 0.000000
-145.142780, -120.072550, 2994.080185, 0.000010, 0.000010, -0.000000, -0.000000, 0.000001, 0.000001
-72.607218, -60.065914, 2998.519681, -0.000006, 0.000014, -0.000000, -0.000000, 0.000000, 0.000001
-0.000000, -0.000000, 3000.000000, -0.000015, -0.000000, -0.000000, 0.000000, 0.000000, 0.000000
-0.000000, -0.000000, -3000.000000, -0.000006, -0.000012, -0.000000, -0.000000, -0.000000, 0.000000
-68.692374, -64.506433, -2998.519681, -0.000013, 0.000002, 0.000000, -0.000000, -0.000000, 0.000000
-137.316957, -128.949205, -2994.080185, -0.000004, 0.000013, 0.000000, -0.000001, -0.000000, -0.000000
-205.806024, -193.264721, -2986.685894, 0.000010, 0.000009, -0.000001, -0.000001, -0.000001, -0.000000
-274.091986, -257.389507, -2976.344104, 0.000012, -0.000003, -0.000001, 0.000000, -0.000001, 0.000001
-342.107452, -321.260281, -2963.065022, 0.000002, -0.000010, -0.000000, 0.000001, -0.000001, 0.000001
-409.785299, -384.814010, -2946.861752, -0.000006, -0.000005, 0.000001, 0.000001, 0.000000, 0.000001
-477.058738, -447.987974, -2927.750286, -0.000006, 0.000004, 0.000001, -0.000001, 0.000000, -0.000000
-543.861377, -510.719828, -2905.749483, 0.000001, 0.000006, 0.000000, -0.000002, -0.000001, -0.000001
-610.127291, -572.947663, -2880.881057, 0.000005, 0.000002, -0.000001, -0.000001, -0.000001, -0.000000
-675.791083, -634.610068, -2853.169549, 0.000004, -0.000002, -0.000001, -0.000000, -0.000001, 0.000001
-740.787950, -695.646189, -2822.642307, 0.000000, -0.000004, -0.000001, -0.000000, -0.000000, 0.000001
-805.053750, -755.995791, -2789.329458, -0.000003, -0.000001, -0.000000, 0.000000, 0.000000, 0.000001
-868.525058, -815.599317, -2753.263877, -0.000002, 0.000001, -0.000000, 0.000000, 0.000000, -0.000000
-931.139237, -874.397945, -2714.481157, -0.000000, 0.000002, 0.000000, 0.000000, -0.000000, -0.000001
-992.834494, -932.333648, -2673.019573, 0.000001, 0.000002, 0.000001, -0.000000, -0.000001, -0.000000
-1053.549944, -989.349250, -2628.920040, 0.000002, 0.000000, 0.000000, -0.000001, -0.000001, 0.000000
-1113.225666, -1045.388484, -2582.226081, 0.000001, -0.000000, -0.000000, -0.000002, -0.000001, 0.000001
-1171.802770, -1100.396045, -2532.983777, -0.000000, -0.000000, -0.000001, -0.000001, 0.000000, 0.000001
-1229.223445, -1154.317649, -2481.241723, -0.000001, 0.000000, -0.000001, -0.000000, 0.000000, -0.000000
-1285.431026, -1207.100080, -2427.050983, -0.000000, 0.000001, -0.000001, 0.000000, 0.000000, -0.000001
-1340.370041, -1258.691249, -2370.465037, 0.000000, 0.000001, -0.000000, 0.000000, -0.000000, -0.000001
-1393.986273, -1309.040242, -2311.539728, 0.000000, 0.000001, -0.000000, 0.000000, -0.000001, -0.000000
-1446.226808, -1358.097371, -2250.333209, 0.000000, 0.000000, 0.000000, 0.000000, -0.000001, -0.000000
-1497.040093, -1405.814221, -2186.905882, 0.000000, -0.000000, 0.000000, -0.000000, -0.000001, 0.000000
-1546.375979, -1452.143702, -2121.320344, -0.000000, -0.000000, 0.000001, -0.000000, -0.000001, 0.000000
-1594.185779, -1497.040093, -2053.641318, -0.000001, -0.000000, 0.000001, -0.000001, -0.000000, 0.000001
-1640.422311, -1540.459086, -1983.935596, -0.000001, -0.000000, 0.000000, -0.000001, 0.000000, 0.000001
-1685.039943, -1582.357831, -1912.271969, -0.000001, 0.000001, 0.000000, -0.000001, 0.000001, -0.000000
-1727.994644, -1622.694981, -1838.721161, -0.000001, 0.000001, -0.000000, -0.000001, 0.000001, -0.000001
-1769.244024, -1661.430726, -1763.355757, -0.000000, 0.000001, -0.000000, -0.000001, -0.000000, -0.000001
-1808.747373, -1698.526840, -1686.250134, 0.000000, 0.000001, -0.000000, -0.000001, -0.000001, -0.000001
-1846.465707, -1733.946714, -1607.480385, 0.000001, 0.000000, -0.000000, -0.000001, -0.000001, -0.000000
-1882.361802, -1767.655391, -1527.124247, 0.000000, -0.000000, -0.000000, -0.000001, -0.000001, 0.000001
-1916.400233, -1799.619605, -1445.261022, -0.000000, -0.000001, -0.000000, -0.000000, -0.000000, 0.000001
-1948.547409, -1829.807812, -1361.971499, -0.000001, -0.000001, -0.000000, 0.000000, 0.000000, 0.000001
-1978.771603, -1858.190220, -1277.337875, -0.000001, -0.000000, 0.000000, 0.000000, 0.000001, 0.000000
-2007.042989, -1884.738819, -1191.443672, -0.000001, -0.000000, 0.000000, 0.000000, 0.000001, -0.000001
-2033.333666, -1909.427408, -1104.373658, -0.000001, 0.000000, 0.000001, 0.000000, 0.000000, -0.000001
-2057.617688, -1932.231622, -1016.213761, -0.000001, 0.000000, 0.000001, -0.000000, -0.000000, -0.000001
-2079.871090, -1953.128957, -927.050983, -0.000001, 0.000001, 0.000001, -0.000001, -0.000001, -0.000001
-2100.071910, -1972.098790, -836.973318, -0.000001, 0.000001, 0.000001, -0.000001, -0.000001, -0.000000
-2118.200213, -1989.122399, -746.069661, -0.000001, 0.000001, 0.000000, -0.000001, -0.000001, 0.000000
-2134.238107, -2004.182985, -654.429724, -0.000001, 0.000000, 0.000000, -0.000001, -0.000001, 0.000001
-2148.169767, -2017.265684, -562.143944, -0.000001, 0.000000, 0.000000, -0.000001, -0.000000, 0.000001
-2159.981442, -2028.357585, -469.303395, -0.000001, 0.000000, -0.000000, -0.000001, -0.000000, 0.000001
-2169.661476, -2037.447743, -375.999701, -0.000001, 0.000000, -0.000000, -0.000001, 0.000000, 0.000001
-2177.200317, -2044.527185, -282.324940, -0.000001, 0.000000, 0.000000, -0.000001, 0.000000, 0.000001
-2182.590523, -2049.588926, -188.371559, -0.000001, 0.000000, 0.000000, -0.000000, 0.000000, 0.000001
-2185.826776, -2052.627970, -94.232277, -0.000001, 0.000000, 0.000000, -0.000000, 0.000001, 0.000001
-2186.905882, -2053.641318, 0.000000, -0.000001, -0.000000, 0.000000, -0.000000, 0.000001, 0.000001
-2185.826776, -2052.627970, 94.232277, -0.000001, -0.000000, 0.000001, -0.000000, 0.000000, 0.000001
-2182.590523, -2049.588926, 188.371559, -0.000001, -0.000000, 0.000001, -0.000000, 0.000000, 0.000001
-2177.200317, -2044.527185, 282.324940, -0.000001, -0.000000, 0.000001, 0.000000, 0.000000, 0.000001
-2169.661476, -2037.447743, 375.999701, -0.000001, -0.000000, 0.000001, 0.000000, 0.000000, 0.000002
-2159.981442, -2028.357585, 469.303395, -0.000001, -0.000000, 0.000001, 0.000000, -0.000000, 0.000002
-2148.169767, -2017.265684, 562.143944, -0.000001, -0.000001, 0.000000, 0.000001, -0.000000, 0.000001
-2134.238107, -2004.182985, 654.429724, -0.000001, -0.000001, 0.000000, 0.000001, -0.000001, 0.000001
-2118.200213, -1989.122399, 746.069661, -0.000001, -0.000001, -0.000000, 0.000001, -0.000001, 0.000001
-2100.071910, -1972.098790, 836.973318, -0.000000, -0.000000, -0.000000, 0.000000, -0.000000, 0.000000
-2079.871090, -1953.128957, 927.050983, -0.000000, -0.000000, -0.000000, 0.000000, 0.000000, 0.000000
-2057.617688, -1932.231622, 1016.213761, -0.000000, 0.000000, -0.000000, -0.000000, 0.000001, 0.000000
-2033.333666, -1909.427408, 1104.373658, -0.000000, 0.000000, 0.000000, -0.000000, 0.000001, 0.000001
-2007.042989, -1884.738819, 1191.443672, -0.000000, 0.000001, 0.000001, -0.000000, 0.000001, 0.000002
-1978.771603, -1858.190220, 1277.337875, -0.000001, 0.000001, 0.000001, 0.000000, 0.000000, 0.000002
-1948.547409, -1829.807812, 1361.971499, -0.000001, 0.000001, 0.000001, 0.000000, -0.000000, 0.000002
-1916.400233, -1799.619605, 1445.261022, -0.000002, 0.000000, 0.000001, 0.000001, -0.000001, 0.000002
-1882.361802, -1767.655391, 1527.124247, -0.000001, -0.000001, 0.000000, 0.000001, -0.000001, 0.000001
-1846.465707, -1733.946714, 1607.480385, -0.000001, -0.000001, 0.000000, 0.000001, -0.000000, 0.000000
-1808.747373, -1698.526840, 1686.250134, 0.000000, -0.000001, 0.000000, 0.000001, 0.000001, 0.000001
-1769.244024, -1661.430726, 1763.355757, 0.000001, -0.000000, -0.000000, 0.000001, 0.000001, 0.000001
-1727.994644, -1622.694981, 1838.721161, 0.000001, 0.000001, -0.000000, 0.000001, 0.000001, 0.000002
-1685.039943, -1582.357831, 1912.271969, 0.000000, 0.000001, -0.000001, 0.000001, 0.000000, 0.000003
-1640.422311, -1540.459086, 1983.935596, -0.000001, 0.000001, -0.000001, 0.000001, -0.000001, 0.000002
-1594.185779, -1497.040093, 2053.641318, -0.000001, 0.000001, -0.000000, 0.000000, -0.000001, 0.000002
-1546.375979, -1452.143702, 2121.320344, -0.000001, 0.000001, 0.000000, 0.000000, -0.000001, 0.000001
-1497.040093, -1405.814221, 2186.905882, -0.000001, 0.000000, 0.000000, 0.000000, -0.000000, 0.000001
-1446.226808, -1358.097371, 2250.333209, -0.000001, 0.000000, 0.000000, 0.000001, -0.000000, 0.000001
-1393.986273, -1309.040242, 2311.539728, -0.000000, 0.000000, 0.000000, 0.000001, 0.000000, 0.000001
-1340.370041, -1258.691249, 2370.465037, 0.000000, 0.000001, 0.000000, 0.000001, 0.000000, 0.000001
-1285.431026, -1207.100080, 2427.050983, 0.000000, 0.000001, 0.000000, 0.000001, 0.000000, 0.000002
-1229.223445, -1154.317649, 2481.241723, -0.000001, 0.000001, -0.000000, 0.000002, -0.000000, 0.000002
-1171.802770, -1100.396045, 2532.983777, -0.000001, 0.000001, -0.000001, 0.000002, -0.000001, 0.000002
-1113.225666, -1045.388484, 2582.226081, -0.000001, -0.000000, -0.000001, 0.000001, -0.000001, 0.000001
-1053.549944, -989.349250, 2628.920040, 0.000000, -0.000001, -0.000001, -0.000000, -0.000000, 0.000000
-992.834494, -932.333648, 2673.019573, 0.000001, 0.000000, -0.000000, -0.000000, 0.000001, 0.000001
-931.139237, -874.397945, 2714.481157, 0.000002, 0.000002, 0.000000, 0.000000, 0.000001, 0.000001
-868.525058, -815.599317, 2753.263877, -0.000000, 0.000004, 0.000000, 0.000001, 0.000000, 0.000002
-805.053750, -755.995791, 2789.329458, -0.000003, 0.000003, -0.000000, 0.000001, -0.000001, 0.000002
-740.787950, -695.646189, 2822.642307, -0.000004, -0.000000, -0.000000, 0.000001, -0.000001, 0.000001
-675.791083, -634.610068, 2853.169549, -0.000001, -0.000004, -0.000001, 0.000001, -0.000000, -0.000000
-610.127291, -572.947663, 2880.881057, 0.000004, -0.000003, -0.000002, 0.000001, 0.000001, 0.000000
-543.861377, -510.719828, 2905.749483, 0.000005, 0.000003, -0.000001, -0.000000, 0.000001, 0.000001
-477.058738, -447.987974, 2927.750286, -0.000000, 0.000008, -0.000000, -0.000001, 0.000000, 0.000002
-409.785299, -384.814010, 2946.861752, -0.000008, 0.000005, 0.000001, -0.000000, -0.000001, 0.000001
-342.107452, -321.260281, 2963.065022, -0.000008, -0.000006, 0.000001, 0.000001, -0.000001, -0.000000
-274.091986, -257.389507, 2976.344104, 0.000002, -0.000011, -0.000000, 0.000001, 0.000000, -0.000000
-205.806024, -193.264721, 2986.685894, 0.000012, -0.000002, -0.000001, 0.000000, 0.000001, 0.000000
-137.316957, -128.949205, 2994.080185, 0.000009, 0.000012, -0.000000, -0.000000, 0.000001, 0.000001
-68.692374, -64.506433, 2998.519681, -0.000006, 0.000014, 0.000000, -0.000000, 0.000000, 0.000001
